"","Model"
"Overall Mean Flow",147
"Jan. Mean Flow",223
"Feb. Mean Flow",320
"Mar. Mean Flow",286
"Apr. Mean Flow",215
"May Mean Flow",142
"Jun. Mean Flow",96.1
"Jul. Mean Flow",69.5
"Aug. Mean Flow",60.8
"Sep. Mean Flow",51.4
"Oct. Mean Flow",52.9
"Nov. Mean Flow",91.4
"Dec. Mean Flow",165
