"","Model"
"Jan. Low Flow",34.4
"Feb. Low Flow",73
"Mar. Low Flow",111
"Apr. Low Flow",153
"May Low Flow",187
"Jun. Low Flow",249
"Jul. Low Flow",170
"Aug. Low Flow",95.9
"Sep. Low Flow",70.8
"Oct. Low Flow",37.1
"Nov. Low Flow",41.8
"Dec. Low Flow",25.8
