"","Model"
"Min. 1 Day Min",1.83
"Med. 1 Day Min",13
"Min. 3 Day Min",1.88
"Med. 3 Day Min",13.2
"Min. 7 Day Min",2.03
"Med. 7 Day Min",14.3
"Min. 30 Day Min",3.77
"Med. 30 Day Min",19.7
"Min. 90 Day Min",13.8
"Med. 90 Day Min",34.6
"7Q10",4.25
"Year of 90-Day Low Flow",1986
"Drought Year Mean",105.043332957285
"Mean Baseflow",86.5
