"","Model"
"Jan. High Flow",116
"Feb. High Flow",417
"Mar. High Flow",497
"Apr. High Flow",603
"May High Flow",620
"Jun. High Flow",1330
"Jul. High Flow",580
"Aug. High Flow",201
"Sep. High Flow",163
"Oct. High Flow",132
"Nov. High Flow",92.8
"Dec. High Flow",91.8
