"","Model"
"Min. 1 Day Min",0.841
"Med. 1 Day Min",6.22
"Min. 3 Day Min",0.936
"Med. 3 Day Min",6.65
"Min. 7 Day Min",1.24
"Med. 7 Day Min",7.78
"Min. 30 Day Min",4.85
"Med. 30 Day Min",16.3
"Min. 90 Day Min",14.8
"Med. 90 Day Min",43.9
"7Q10",2.92
"Year of 90-Day Low Flow",1988
"Drought Year Mean",72.8698451434993
"Mean Baseflow",89.5
