"","Model"
"Min. 1 Day Min",1000
"Med. 1 Day Min",1000
"Min. 3 Day Min",1000
"Med. 3 Day Min",1000
"Min. 7 Day Min",1000
"Med. 7 Day Min",1000
"Min. 30 Day Min",1000
"Med. 30 Day Min",1030
"Min. 90 Day Min",1000
"Med. 90 Day Min",1810
"7Q10",1010
"Year of 90-Day Low Flow",2001
"Drought Year Mean",2280.09091677352
"Mean Baseflow",2960
