"","Model"
"Overall Mean Flow",644
"Jan. Mean Flow",772
"Feb. Mean Flow",883
"Mar. Mean Flow",988
"Apr. Mean Flow",856
"May Mean Flow",653
"Jun. Mean Flow",600
"Jul. Mean Flow",443
"Aug. Mean Flow",471
"Sep. Mean Flow",508
"Oct. Mean Flow",475
"Nov. Mean Flow",567
"Dec. Mean Flow",536
