"","Model"
"Min. 1 Day Min",92.5
"Med. 1 Day Min",168
"Min. 3 Day Min",94.2
"Med. 3 Day Min",170
"Min. 7 Day Min",97.7
"Med. 7 Day Min",174
"Min. 30 Day Min",113
"Med. 30 Day Min",228
"Min. 90 Day Min",193
"Med. 90 Day Min",317
"7Q10",125
"Year of 90-Day Low Flow",1988
"Drought Year Mean",317.701003759018
"Mean Baseflow",420
