"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",348,29,54,116,113,197,208,241,135,61,31,19,5.7,465,484,689,544,438,268,146,108,207,153,271,409,0.42,3.8,0.43,4.37,0.449,5.54,1.38,14.7,7.61,47.2,0.885,1985,1.3,5.55,171,1210,2920,2,157,414,1080,1330,1180,833,1960,1340,1080,604,357,122,152,20800,4550,9270,3000,5320,1990,2040,1140,1520,702,169.107529069767
"Model",343,41,62.4,133,161,226,210,162,92.6,59.2,31.7,22.4,15.9,462,527,619,453,380,219,149,131,263,201,316,408,2.38,7.03,2.51,7.53,2.86,8.93,5.22,24.3,19.4,85,4.12,1991,6.3,16.1,192,1030,2960,9.75,161,288,1160,1250,1130,943,1810,1330,1050,472,274,184,280,18700,5610,7620,2990,4760,1700,1810,881,1380,555,184.131731286667
"Pct. Error",-1.44,41.4,15.6,14.7,42.5,14.7,0.962,-32.8,-31.4,-2.95,2.26,17.9,179,-0.645,8.88,-10.2,-16.7,-13.2,-18.3,2.05,21.3,27.1,31.4,16.6,-0.244,467,85,484,72.3,537,61.2,278,65.3,155,80.1,366,100,385,190,12.3,-14.9,1.37,388,2.55,-30.4,7.41,-6.02,-4.24,13.2,-7.65,-0.746,-2.78,-21.9,-23.2,50.8,84.2,-10.1,23.3,-17.8,-0.333,-10.5,-14.6,-11.3,-22.7,-9.21,-20.9,8.88
