"","agency_cd","site_no","Date","Flow","Flow_cd"
"143","USGS","02052500",1984-05-22,14,"A"
"144","USGS","02052500",1984-05-23,14,"A"
"145","USGS","02052500",1984-05-24,23,"A"
"146","USGS","02052500",1984-05-25,22,"A"
"147","USGS","02052500",1984-05-26,19,"A"
"148","USGS","02052500",1984-05-27,16,"A"
"149","USGS","02052500",1984-05-28,25,"A"
"150","USGS","02052500",1984-05-29,297,"A"
"151","USGS","02052500",1984-05-30,1890,"A"
"152","USGS","02052500",1984-05-31,1420,"A"
"153","USGS","02052500",1984-06-01,352,"A"
"154","USGS","02052500",1984-06-02,129,"A"
"155","USGS","02052500",1984-06-03,77,"A"
"156","USGS","02052500",1984-06-04,54,"A"
"157","USGS","02052500",1984-06-05,41,"A"
"158","USGS","02052500",1984-06-06,34,"A"
"159","USGS","02052500",1984-06-07,33,"A"
"160","USGS","02052500",1984-06-08,28,"A"
"161","USGS","02052500",1984-06-09,23,"A"
"162","USGS","02052500",1984-06-10,20,"A"
"163","USGS","02052500",1984-06-11,17,"A"
"164","USGS","02052500",1984-06-12,14,"A"
"165","USGS","02052500",1984-06-13,13,"A"
"166","USGS","02052500",1984-06-14,11,"A"
"167","USGS","02052500",1984-06-15,9.8,"A"
"168","USGS","02052500",1984-06-16,8.5,"A"
"169","USGS","02052500",1984-06-17,8.3,"A"
"170","USGS","02052500",1984-06-18,8.3,"A"
"171","USGS","02052500",1984-06-19,8,"A"
"172","USGS","02052500",1984-06-20,7.5,"A"
"173","USGS","02052500",1984-06-21,6,"A"
"174","USGS","02052500",1984-06-22,5,"A"
"175","USGS","02052500",1984-06-23,3.9,"A"
"176","USGS","02052500",1984-06-24,3.7,"A"
"177","USGS","02052500",1984-06-25,3.6,"A"
"178","USGS","02052500",1984-06-26,3.6,"A"
"179","USGS","02052500",1984-06-27,3.4,"A"
"180","USGS","02052500",1984-06-28,3.6,"A"
"181","USGS","02052500",1984-06-29,12,"A"
"182","USGS","02052500",1984-06-30,23,"A"
"183","USGS","02052500",1984-07-01,33,"A"
"184","USGS","02052500",1984-07-02,27,"A"
"185","USGS","02052500",1984-07-03,20,"A"
"186","USGS","02052500",1984-07-04,14,"A"
"187","USGS","02052500",1984-07-05,10,"A"
"188","USGS","02052500",1984-07-06,8,"A"
"189","USGS","02052500",1984-07-07,7,"A"
"190","USGS","02052500",1984-07-08,8.3,"A"
"191","USGS","02052500",1984-07-09,7.3,"A"
"192","USGS","02052500",1984-07-10,4.8,"A"
"193","USGS","02052500",1984-07-11,4.1,"A"
"194","USGS","02052500",1984-07-12,11,"A"
"195","USGS","02052500",1984-07-13,18,"A"
"196","USGS","02052500",1984-07-14,17,"A"
"197","USGS","02052500",1984-07-15,13,"A"
"198","USGS","02052500",1984-07-16,9.8,"A"
"199","USGS","02052500",1984-07-17,10,"A"
"200","USGS","02052500",1984-07-18,26,"A"
"201","USGS","02052500",1984-07-19,76,"A"
"202","USGS","02052500",1984-07-20,55,"A"
"203","USGS","02052500",1984-07-21,27,"A"
"204","USGS","02052500",1984-07-22,27,"A"
"205","USGS","02052500",1984-07-23,40,"A"
"206","USGS","02052500",1984-07-24,22,"A"
"207","USGS","02052500",1984-07-25,16,"A"
"208","USGS","02052500",1984-07-26,12,"A"
"209","USGS","02052500",1984-07-27,41,"A"
"210","USGS","02052500",1984-07-28,133,"A"
"211","USGS","02052500",1984-07-29,219,"A"
"212","USGS","02052500",1984-07-30,130,"A"
"213","USGS","02052500",1984-07-31,67,"A"
"214","USGS","02052500",1984-08-01,48,"A"
"215","USGS","02052500",1984-08-02,33,"A"
"216","USGS","02052500",1984-08-03,25,"A"
"217","USGS","02052500",1984-08-04,44,"A"
"218","USGS","02052500",1984-08-05,29,"A"
"219","USGS","02052500",1984-08-06,20,"A"
"220","USGS","02052500",1984-08-07,14,"A"
"221","USGS","02052500",1984-08-08,11,"A"
"222","USGS","02052500",1984-08-09,8.5,"A"
"223","USGS","02052500",1984-08-10,7.8,"A"
"224","USGS","02052500",1984-08-11,7.5,"A"
"225","USGS","02052500",1984-08-12,7.8,"A"
"226","USGS","02052500",1984-08-13,8.8,"A"
"227","USGS","02052500",1984-08-14,7.8,"A"
"228","USGS","02052500",1984-08-15,7.2,"A"
"229","USGS","02052500",1984-08-16,5.5,"A"
"230","USGS","02052500",1984-08-17,4.1,"A"
"231","USGS","02052500",1984-08-18,3.7,"A"
"232","USGS","02052500",1984-08-19,18,"A"
"233","USGS","02052500",1984-08-20,15,"A"
"234","USGS","02052500",1984-08-21,11,"A"
"235","USGS","02052500",1984-08-22,5.8,"A"
"236","USGS","02052500",1984-08-23,3.6,"A"
"237","USGS","02052500",1984-08-24,3.6,"A"
"238","USGS","02052500",1984-08-25,2.5,"A"
"239","USGS","02052500",1984-08-26,2,"A"
"240","USGS","02052500",1984-08-27,1.6,"A"
"241","USGS","02052500",1984-08-28,1.3,"A"
"242","USGS","02052500",1984-08-29,1.6,"A"
"243","USGS","02052500",1984-08-30,2.5,"A"
"244","USGS","02052500",1984-08-31,3.1,"A"
"245","USGS","02052500",1984-09-01,2.4,"A"
"246","USGS","02052500",1984-09-02,1.9,"A"
"247","USGS","02052500",1984-09-03,1.5,"A"
"248","USGS","02052500",1984-09-04,1.5,"A"
"249","USGS","02052500",1984-09-05,1.4,"A"
"250","USGS","02052500",1984-09-06,1.2,"A"
"251","USGS","02052500",1984-09-07,1,"A"
"252","USGS","02052500",1984-09-08,0.95,"A"
"253","USGS","02052500",1984-09-09,0.85,"A"
"254","USGS","02052500",1984-09-10,1,"A"
"255","USGS","02052500",1984-09-11,1.5,"A"
"256","USGS","02052500",1984-09-12,1.7,"A"
"257","USGS","02052500",1984-09-13,3.1,"A"
"258","USGS","02052500",1984-09-14,8.3,"A"
"259","USGS","02052500",1984-09-15,12,"A"
"260","USGS","02052500",1984-09-16,8,"A"
"261","USGS","02052500",1984-09-17,5.3,"A"
"262","USGS","02052500",1984-09-18,4.1,"A"
"263","USGS","02052500",1984-09-19,3.4,"A"
"264","USGS","02052500",1984-09-20,3.1,"A"
"265","USGS","02052500",1984-09-21,2.7,"A"
"266","USGS","02052500",1984-09-22,2.4,"A"
"267","USGS","02052500",1984-09-23,2,"A"
"268","USGS","02052500",1984-09-24,1.7,"A"
"269","USGS","02052500",1984-09-25,1.4,"A"
"270","USGS","02052500",1984-09-26,1,"A"
"271","USGS","02052500",1984-09-27,0.85,"A"
"272","USGS","02052500",1984-09-28,0.7,"A"
"273","USGS","02052500",1984-09-29,0.7,"A"
"274","USGS","02052500",1984-09-30,0.6,"A"
"275","USGS","02052500",1984-10-01,0.86,"A"
"276","USGS","02052500",1984-10-02,2.4,"A"
"277","USGS","02052500",1984-10-03,2.5,"A"
"278","USGS","02052500",1984-10-04,1.8,"A"
"279","USGS","02052500",1984-10-05,1.5,"A"
"280","USGS","02052500",1984-10-06,1.2,"A"
"281","USGS","02052500",1984-10-07,0.88,"A"
"282","USGS","02052500",1984-10-08,0.77,"A"
"283","USGS","02052500",1984-10-09,0.8,"A"
"284","USGS","02052500",1984-10-10,0.99,"A"
"285","USGS","02052500",1984-10-11,0.99,"A"
"286","USGS","02052500",1984-10-12,0.89,"A"
"287","USGS","02052500",1984-10-13,0.81,"A"
"288","USGS","02052500",1984-10-14,0.79,"A"
"289","USGS","02052500",1984-10-15,0.85,"A"
"290","USGS","02052500",1984-10-16,0.91,"A"
"291","USGS","02052500",1984-10-17,0.99,"A"
"292","USGS","02052500",1984-10-18,0.98,"A"
"293","USGS","02052500",1984-10-19,0.95,"A"
"294","USGS","02052500",1984-10-20,1,"A"
"295","USGS","02052500",1984-10-21,1.2,"A"
"296","USGS","02052500",1984-10-22,1.2,"A"
"297","USGS","02052500",1984-10-23,1.6,"A"
"298","USGS","02052500",1984-10-24,2.9,"A"
"299","USGS","02052500",1984-10-25,3.9,"A"
"300","USGS","02052500",1984-10-26,4.5,"A"
"301","USGS","02052500",1984-10-27,3.2,"A"
"302","USGS","02052500",1984-10-28,4.1,"A"
"303","USGS","02052500",1984-10-29,8.7,"A"
"304","USGS","02052500",1984-10-30,9.7,"A"
"305","USGS","02052500",1984-10-31,7.4,"A"
"306","USGS","02052500",1984-11-01,5.5,"A"
"307","USGS","02052500",1984-11-02,4.7,"A"
"308","USGS","02052500",1984-11-03,4.1,"A"
"309","USGS","02052500",1984-11-04,3.5,"A"
"310","USGS","02052500",1984-11-05,7.3,"A"
"311","USGS","02052500",1984-11-06,9.5,"A"
"312","USGS","02052500",1984-11-07,8.3,"A"
"313","USGS","02052500",1984-11-08,6.5,"A"
"314","USGS","02052500",1984-11-09,6.5,"A"
"315","USGS","02052500",1984-11-10,6.1,"A"
"316","USGS","02052500",1984-11-11,6.6,"A"
"317","USGS","02052500",1984-11-12,7.3,"A"
"318","USGS","02052500",1984-11-13,6.2,"A"
"319","USGS","02052500",1984-11-14,5.2,"A"
"320","USGS","02052500",1984-11-15,5.3,"A"
"321","USGS","02052500",1984-11-16,5.7,"A"
"322","USGS","02052500",1984-11-17,4.9,"A"
"323","USGS","02052500",1984-11-18,5.1,"A"
"324","USGS","02052500",1984-11-19,11,"A"
"325","USGS","02052500",1984-11-20,19,"A"
"326","USGS","02052500",1984-11-21,15,"A"
"327","USGS","02052500",1984-11-22,12,"A"
"328","USGS","02052500",1984-11-23,11,"A"
"329","USGS","02052500",1984-11-24,9.4,"A"
"330","USGS","02052500",1984-11-25,8.4,"A"
"331","USGS","02052500",1984-11-26,7.5,"A"
"332","USGS","02052500",1984-11-27,7,"A"
"333","USGS","02052500",1984-11-28,9.3,"A"
"334","USGS","02052500",1984-11-29,39,"A"
"335","USGS","02052500",1984-11-30,33,"A"
"336","USGS","02052500",1984-12-01,26,"A"
"337","USGS","02052500",1984-12-02,17,"A"
"338","USGS","02052500",1984-12-03,92,"A"
"339","USGS","02052500",1984-12-04,86,"A"
"340","USGS","02052500",1984-12-05,60,"A"
"341","USGS","02052500",1984-12-06,128,"A"
"342","USGS","02052500",1984-12-07,90,"A"
"343","USGS","02052500",1984-12-08,58,"A"
"344","USGS","02052500",1984-12-09,36,"A"
"345","USGS","02052500",1984-12-10,27,"A"
"346","USGS","02052500",1984-12-11,24,"A"
"347","USGS","02052500",1984-12-12,20,"A"
"348","USGS","02052500",1984-12-13,18,"A"
"349","USGS","02052500",1984-12-14,16,"A"
"350","USGS","02052500",1984-12-15,14,"A"
"351","USGS","02052500",1984-12-16,13,"A"
"352","USGS","02052500",1984-12-17,13,"A"
"353","USGS","02052500",1984-12-18,13,"A"
"354","USGS","02052500",1984-12-19,13,"A"
"355","USGS","02052500",1984-12-20,13,"A"
"356","USGS","02052500",1984-12-21,13,"A"
"357","USGS","02052500",1984-12-22,13,"A"
"358","USGS","02052500",1984-12-23,13,"A"
"359","USGS","02052500",1984-12-24,11,"A"
"360","USGS","02052500",1984-12-25,11,"A"
"361","USGS","02052500",1984-12-26,9.4,"A"
"362","USGS","02052500",1984-12-27,8.8,"A"
"363","USGS","02052500",1984-12-28,9.4,"A"
"364","USGS","02052500",1984-12-29,9.2,"A"
"365","USGS","02052500",1984-12-30,9,"A"
"366","USGS","02052500",1984-12-31,8.6,"A"
"367","USGS","02052500",1985-01-01,8.5,"A"
"368","USGS","02052500",1985-01-02,8.8,"A"
"369","USGS","02052500",1985-01-03,237,"A"
"370","USGS","02052500",1985-01-04,852,"A"
"371","USGS","02052500",1985-01-05,680,"A"
"372","USGS","02052500",1985-01-06,360,"A"
"373","USGS","02052500",1985-01-07,152,"A"
"374","USGS","02052500",1985-01-08,82,"A"
"375","USGS","02052500",1985-01-09,57,"A"
"376","USGS","02052500",1985-01-10,46,"A"
"377","USGS","02052500",1985-01-11,45,"A"
"378","USGS","02052500",1985-01-12,47,"A"
"379","USGS","02052500",1985-01-13,43,"A"
"380","USGS","02052500",1985-01-14,40,"A"
"381","USGS","02052500",1985-01-15,37,"A"
"382","USGS","02052500",1985-01-16,31,"A"
"383","USGS","02052500",1985-01-17,35,"A"
"384","USGS","02052500",1985-01-18,58,"A"
"385","USGS","02052500",1985-01-19,54,"A"
"386","USGS","02052500",1985-01-20,46,"A"
"387","USGS","02052500",1985-01-21,33,"A"
"388","USGS","02052500",1985-01-22,28,"A"
"389","USGS","02052500",1985-01-23,27,"A"
"390","USGS","02052500",1985-01-24,26,"A"
"391","USGS","02052500",1985-01-25,25,"A"
"392","USGS","02052500",1985-01-26,25,"A"
"393","USGS","02052500",1985-01-27,26,"A"
"394","USGS","02052500",1985-01-28,28,"A"
"395","USGS","02052500",1985-01-29,29,"A"
"396","USGS","02052500",1985-01-30,33,"A"
"397","USGS","02052500",1985-01-31,83,"A"
"398","USGS","02052500",1985-02-01,310,"A"
"399","USGS","02052500",1985-02-02,637,"A"
"400","USGS","02052500",1985-02-03,624,"A"
"401","USGS","02052500",1985-02-04,288,"A"
"402","USGS","02052500",1985-02-05,145,"A"
"403","USGS","02052500",1985-02-06,130,"A"
"404","USGS","02052500",1985-02-07,110,"A"
"405","USGS","02052500",1985-02-08,95,"A"
"406","USGS","02052500",1985-02-09,79,"A"
"407","USGS","02052500",1985-02-10,65,"A"
"408","USGS","02052500",1985-02-11,60,"A"
"409","USGS","02052500",1985-02-12,344,"A"
"410","USGS","02052500",1985-02-13,529,"A"
"411","USGS","02052500",1985-02-14,312,"A"
"412","USGS","02052500",1985-02-15,138,"A"
"413","USGS","02052500",1985-02-16,96,"A"
"414","USGS","02052500",1985-02-17,77,"A"
"415","USGS","02052500",1985-02-18,66,"A"
"416","USGS","02052500",1985-02-19,59,"A"
"417","USGS","02052500",1985-02-20,55,"A"
"418","USGS","02052500",1985-02-21,50,"A"
"419","USGS","02052500",1985-02-22,48,"A"
"420","USGS","02052500",1985-02-23,46,"A"
"421","USGS","02052500",1985-02-24,45,"A"
"422","USGS","02052500",1985-02-25,45,"A"
"423","USGS","02052500",1985-02-26,143,"A"
"424","USGS","02052500",1985-02-27,154,"A"
"425","USGS","02052500",1985-02-28,99,"A"
"426","USGS","02052500",1985-03-01,65,"A"
"427","USGS","02052500",1985-03-02,57,"A"
"428","USGS","02052500",1985-03-03,51,"A"
"429","USGS","02052500",1985-03-04,46,"A"
"430","USGS","02052500",1985-03-05,45,"A"
"431","USGS","02052500",1985-03-06,42,"A"
"432","USGS","02052500",1985-03-07,38,"A"
"433","USGS","02052500",1985-03-08,37,"A"
"434","USGS","02052500",1985-03-09,37,"A"
"435","USGS","02052500",1985-03-10,36,"A"
"436","USGS","02052500",1985-03-11,35,"A"
"437","USGS","02052500",1985-03-12,35,"A"
"438","USGS","02052500",1985-03-13,33,"A"
"439","USGS","02052500",1985-03-14,32,"A"
"440","USGS","02052500",1985-03-15,31,"A"
"441","USGS","02052500",1985-03-16,29,"A"
"442","USGS","02052500",1985-03-17,29,"A"
"443","USGS","02052500",1985-03-18,29,"A"
"444","USGS","02052500",1985-03-19,27,"A"
"445","USGS","02052500",1985-03-20,27,"A"
"446","USGS","02052500",1985-03-21,27,"A"
"447","USGS","02052500",1985-03-22,32,"A"
"448","USGS","02052500",1985-03-23,53,"A"
"449","USGS","02052500",1985-03-24,56,"A"
"450","USGS","02052500",1985-03-25,85,"A"
"451","USGS","02052500",1985-03-26,57,"A"
"452","USGS","02052500",1985-03-27,43,"A"
"453","USGS","02052500",1985-03-28,39,"A"
"454","USGS","02052500",1985-03-29,35,"A"
"455","USGS","02052500",1985-03-30,32,"A"
"456","USGS","02052500",1985-03-31,29,"A"
"457","USGS","02052500",1985-04-01,28,"A"
"458","USGS","02052500",1985-04-02,26,"A"
"459","USGS","02052500",1985-04-03,24,"A"
"460","USGS","02052500",1985-04-04,23,"A"
"461","USGS","02052500",1985-04-05,25,"A"
"462","USGS","02052500",1985-04-06,24,"A"
"463","USGS","02052500",1985-04-07,24,"A"
"464","USGS","02052500",1985-04-08,21,"A"
"465","USGS","02052500",1985-04-09,20,"A"
"466","USGS","02052500",1985-04-10,19,"A"
"467","USGS","02052500",1985-04-11,19,"A"
"468","USGS","02052500",1985-04-12,19,"A"
"469","USGS","02052500",1985-04-13,20,"A"
"470","USGS","02052500",1985-04-14,24,"A"
"471","USGS","02052500",1985-04-15,27,"A"
"472","USGS","02052500",1985-04-16,26,"A"
"473","USGS","02052500",1985-04-17,30,"A"
"474","USGS","02052500",1985-04-18,25,"A"
"475","USGS","02052500",1985-04-19,20,"A"
"476","USGS","02052500",1985-04-20,18,"A"
"477","USGS","02052500",1985-04-21,18,"A"
"478","USGS","02052500",1985-04-22,15,"A"
"479","USGS","02052500",1985-04-23,13,"A"
"480","USGS","02052500",1985-04-24,12,"A"
"481","USGS","02052500",1985-04-25,11,"A"
"482","USGS","02052500",1985-04-26,11,"A"
"483","USGS","02052500",1985-04-27,10,"A"
"484","USGS","02052500",1985-04-28,9.7,"A"
"485","USGS","02052500",1985-04-29,9.3,"A"
"486","USGS","02052500",1985-04-30,8.6,"A"
"487","USGS","02052500",1985-05-01,8.1,"A"
"488","USGS","02052500",1985-05-02,7.6,"A"
"489","USGS","02052500",1985-05-03,18,"A"
"490","USGS","02052500",1985-05-04,28,"A"
"491","USGS","02052500",1985-05-05,21,"A"
"492","USGS","02052500",1985-05-06,15,"A"
"493","USGS","02052500",1985-05-07,11,"A"
"494","USGS","02052500",1985-05-08,8.4,"A"
"495","USGS","02052500",1985-05-09,7.2,"A"
"496","USGS","02052500",1985-05-10,6.7,"A"
"497","USGS","02052500",1985-05-11,6.7,"A"
"498","USGS","02052500",1985-05-12,7.4,"A"
"499","USGS","02052500",1985-05-13,8,"A"
"500","USGS","02052500",1985-05-14,7.6,"A"
"501","USGS","02052500",1985-05-15,7,"A"
"502","USGS","02052500",1985-05-16,6.4,"A"
"503","USGS","02052500",1985-05-17,6.4,"A"
"504","USGS","02052500",1985-05-18,6.6,"A"
"505","USGS","02052500",1985-05-19,6.2,"A"
"506","USGS","02052500",1985-05-20,5.6,"A"
"507","USGS","02052500",1985-05-21,5.2,"A"
"508","USGS","02052500",1985-05-22,5,"A"
"509","USGS","02052500",1985-05-23,9.5,"A"
"510","USGS","02052500",1985-05-24,41,"A"
"511","USGS","02052500",1985-05-25,33,"A"
"512","USGS","02052500",1985-05-26,24,"A"
"513","USGS","02052500",1985-05-27,14,"A"
"514","USGS","02052500",1985-05-28,9.4,"A"
"515","USGS","02052500",1985-05-29,7.5,"A"
"516","USGS","02052500",1985-05-30,6.3,"A"
"517","USGS","02052500",1985-05-31,5.8,"A"
"518","USGS","02052500",1985-06-01,5.5,"A"
"519","USGS","02052500",1985-06-02,5.1,"A"
"520","USGS","02052500",1985-06-03,4.5,"A"
"521","USGS","02052500",1985-06-04,4.1,"A"
"522","USGS","02052500",1985-06-05,3.9,"A"
"523","USGS","02052500",1985-06-06,3.9,"A"
"524","USGS","02052500",1985-06-07,4.1,"A"
"525","USGS","02052500",1985-06-08,4.4,"A"
"526","USGS","02052500",1985-06-09,5.4,"A"
"527","USGS","02052500",1985-06-10,7.1,"A"
"528","USGS","02052500",1985-06-11,6.8,"A"
"529","USGS","02052500",1985-06-12,7.2,"A"
"530","USGS","02052500",1985-06-13,9.1,"A"
"531","USGS","02052500",1985-06-14,7.9,"A"
"532","USGS","02052500",1985-06-15,6.7,"A"
"533","USGS","02052500",1985-06-16,6.1,"A"
"534","USGS","02052500",1985-06-17,6,"A"
"535","USGS","02052500",1985-06-18,5.5,"A"
"536","USGS","02052500",1985-06-19,4.9,"A"
"537","USGS","02052500",1985-06-20,4.4,"A"
"538","USGS","02052500",1985-06-21,3.5,"A"
"539","USGS","02052500",1985-06-22,2.6,"A"
"540","USGS","02052500",1985-06-23,2.1,"A"
"541","USGS","02052500",1985-06-24,1.6,"A"
"542","USGS","02052500",1985-06-25,1.3,"A"
"543","USGS","02052500",1985-06-26,0.94,"A"
"544","USGS","02052500",1985-06-27,0.71,"A"
"545","USGS","02052500",1985-06-28,0.61,"A"
"546","USGS","02052500",1985-06-29,0.74,"A"
"547","USGS","02052500",1985-06-30,53,"A"
"548","USGS","02052500",1985-07-01,84,"A"
"549","USGS","02052500",1985-07-02,68,"A"
"550","USGS","02052500",1985-07-03,29,"A"
"551","USGS","02052500",1985-07-04,17,"A"
"552","USGS","02052500",1985-07-05,9.4,"A"
"553","USGS","02052500",1985-07-06,6.6,"A"
"554","USGS","02052500",1985-07-07,5.2,"A"
"555","USGS","02052500",1985-07-08,3.7,"A"
"556","USGS","02052500",1985-07-09,2.9,"A"
"557","USGS","02052500",1985-07-10,3.5,"A"
"558","USGS","02052500",1985-07-11,25,"A"
"559","USGS","02052500",1985-07-12,22,"A"
"560","USGS","02052500",1985-07-13,11,"A"
"561","USGS","02052500",1985-07-14,7.6,"A"
"562","USGS","02052500",1985-07-15,5.6,"A"
"563","USGS","02052500",1985-07-16,5.2,"A"
"564","USGS","02052500",1985-07-17,6.3,"A"
"565","USGS","02052500",1985-07-18,3.8,"A"
