"","Model"
"Overall Mean Flow",4640
"Jan. Mean Flow",5330
"Feb. Mean Flow",6350
"Mar. Mean Flow",7080
"Apr. Mean Flow",5670
"May Mean Flow",4090
"Jun. Mean Flow",4520
"Jul. Mean Flow",4640
"Aug. Mean Flow",3940
"Sep. Mean Flow",3260
"Oct. Mean Flow",3320
"Nov. Mean Flow",3510
"Dec. Mean Flow",4030
