"index","DEP","IVOL","O1","O2","O3","OVOL1","OVOL2","OVOL3","PRSUPY","RO","ROVOL","SAREA","TAU","USTAR","VOL","VOLEV","date","hour","day","month","year","Qout","wd_mgd","demand_mgd","Qbaseline","wd_imp_child_mgd","wd_cumulative_mgd","ps_nextdown_mgd"
"1984-10-11 11:30:00","0.40297666","1.89879131","0","0","25.0025024","0","0","2.06987655","0.0003802444","25.0025024","2.06987655","154.25912","0.08963686","0.21506513","60.3014898","0.036729759","1984-10-11","11.5","11","10","1984","25.0455063","0",NA,NA,"0","0","0"
"1984-10-12 11:30:00","0.38658733","1.74561338","0","0","23.0101925","0","0","1.90497377","6.316295e-05","23.0101925","1.90497377","147.9853","0.08599127","0.21064623","55.4964004","0.033601012","1984-10-12","11.5","12","10","1984","23.0501826","0",NA,NA,"0","0","0"
"1984-10-13 11:30:00","0.37085408","1.60482222","0","0","21.1753062","0","0","1.75305367","0","21.1753062","1.75305367","141.96262","0.08249162","0.20631538","51.0709877","0.028523523","1984-10-13","11.5","13","10","1984","21.2119494","0",NA,NA,"0","0","0"
"1984-10-14 11:30:00","0.35570925","1.47538063","0","0","19.4811882","0","0","1.61282969","0","19.4811882","1.61282969","136.1652","0.07912285","0.20205865","46.9850842","0.026800245","1984-10-14","11.5","14","10","1984","19.5152393","0",NA,NA,"0","0","0"
"1984-10-15 11:30:00","0.34129182","1.3569694","0","0","17.9339199","0","0","1.48458196","0.01307182","17.9339199","1.48458196","130.64621","0.07591588","0.19792152","43.2533539","0.027861576","1984-10-15","11.5","15","10","1984","17.9634417","0",NA,NA,"0","0","0"
"1984-10-16 11:30:00","0.33001026","1.2710459","0","0","16.768032","0","0","1.38782828","0.02648299","16.768032","1.38782828","126.32764","0.07340644","0.19462262","40.441445","0.028796683","1984-10-16","11.5","16","10","1984","16.7927222","0",NA,NA,"0","0","0"
"1984-10-17 11:30:00","0.31604343","1.16017241","0","0","15.3789455","0","0","1.27328919","0.006433835","15.3789455","1.27328919","120.98115","0.07029963","0.1904592","37.0912205","0.027673167","1984-10-17","11.5","17","10","1984","15.4067992","0",NA,NA,"0","0","0"
"1984-10-18 11:30:00","0.30265049","1.0658981","0","0","14.1035325","0","0","1.16778356","0.002544745","14.1035325","1.16778356","115.85435","0.06732059","0.18637941","34.0151561","0.029202429","1984-10-18","11.5","18","10","1984","14.1301811","0",NA,NA,"0","0","0"
"1984-10-19 11:30:00","0.28894641","0.97587056","0","0","12.8553284","0","0","1.06441874","0.005924571","12.8553284","1.06441874","110.60844","0.06427232","0.18211074","31.0047147","0.033811416","1984-10-19","11.5","19","10","1984","12.8794668","0",NA,NA,"0","0","0"
"1984-10-20 11:30:00","0.27673316","0.89454732","0","0","11.7912455","0","0","0.97626141","0.00900891","11.7912455","0.97626141","105.93322","0.06155565","0.17822103","28.4383402","0.031087791","1984-10-20","11.5","20","10","1984","11.8127631","0",NA,NA,"0","0","0"
"1984-10-21 11:30:00","0.26437965","0.81946888","0","0","10.7624441","0","0","0.8911934","0.00144861","10.7624441","0.8911934","101.2043","0.05880778","0.1741968","25.9570584","0.03100135","1984-10-21","11.5","21","10","1984","10.7834401","0",NA,NA,"0","0","0"
"1984-10-22 11:30:00","0.27263852","1.85111425","0","0","11.6050993","0","0","0.94215535","0.108608","11.6050993","0.94215535","104.36579","0.06064485","0.17661438","27.9893896","0.028627217","1984-10-22","11.5","22","10","1984","11.4000798","0",NA,NA,"0","0","0"
"1984-10-23 11:30:00","0.40131178","3.9047163","0","0","25.324518","0","0","2.04294726","0.2703184","25.324518","2.04294726","149.3651","0.0891312","0.21388156","58.9234241","0.035099205","1984-10-23","11.5","23","10","1984","24.7196619","0",NA,NA,"0","0","0"
"1984-10-24 11:30:00","0.54223171","3.12703776","0","0","44.8215682","0","0","3.72405869","0.06200347","44.8215682","3.72405869","179.09743","0.11971798","0.2484599","93.6982158","0.036735929","1984-10-24","11.5","24","10","1984","45.0611101","0",NA,NA,"0","0","0"
"1984-10-25 11:30:00","0.466256","2.40386346","0","0","33.5104195","0","0","2.78053507","0.004245421","33.5104195","2.78053507","175.9917","0.10364314","0.23124342","79.5668618","0.037297441","1984-10-25","11.5","25","10","1984","33.6444744","0",NA,NA,"0","0","0"
"1984-10-26 11:30:00","0.43720945","2.14706265","0","0","29.4349835","0","0","2.43843021","0.000722465","29.4349835","2.43843021","167.3634","0.09725149","0.22400989","70.9918283","0.047115144","1984-10-26","11.5","26","10","1984","29.5050055","0",NA,NA,"0","0","0"
"1984-10-27 11:30:00","0.4138082","1.94528518","0","0","26.3672678","0","0","2.18391672","0.004995954","26.3672678","2.18391672","158.40542","0.0920462","0.2179336","63.5930554","0.046736759","1984-10-27","11.5","27","10","1984","26.4253923","0",NA,NA,"0","0","0"
"1984-10-28 11:30:00","0.4035513","3.06530604","0","0","25.1776515","0","0","2.05503865","0.1840745","25.1776515","2.05503865","153.77046","0.08974395","0.21509288","60.3664317","0.048378265","1984-10-28","11.5","28","10","1984","24.8659677","0",NA,NA,"0","0","0"
"1984-10-29 11:30:00","0.65547455","5.54970982","0","0","61.9338837","0","0","5.09769303","0.2034635","61.9338837","5.09769303","181.75791","0.14324945","0.27170511","114.1205692","0.054472541","1984-10-29","11.5","29","10","1984","61.6820856","0",NA,NA,"0","0","0"
"1984-10-30 11:30:00","0.54202978","3.15163258","0","0","44.7874567","0","0","3.72264421","0","44.7874567","3.72264421","179.09269","0.11968243","0.24846074","93.6575073","0.041309585","1984-10-30","11.5","30","10","1984","45.0439949","0",NA,NA,"0","0","0"
"1984-10-31 11:30:00","0.48611812","2.76794384","0","0","36.4351881","0","0","3.02131902","0","36.4351881","3.02131902","177.77913","0.10789515","0.23594299","83.6896559","0.039665302","1984-10-31","11.5","31","10","1984","36.5579602","0",NA,NA,"0","0","0"
"1984-11-01 11:30:00","0.45847646","2.49260685","0","0","32.3661571","0","0","2.67949451","0.004398564","32.3661571","2.67949451","175.26868","0.10197568","0.22939116","77.9427176","0.039548048","1984-11-01","11.5","1","11","1984","32.4218836","0",NA,NA,"0","0","0"
"1984-11-02 11:30:00","0.44183254","2.27251369","0","0","30.0560303","0","0","2.48802304","0.009076857","30.0560303","2.48802304","169.13311","0.09827984","0.22519556","72.48968","0.030160062","1984-11-02","11.5","2","11","1984","30.1050788","0",NA,NA,"0","0","0"
"1984-11-03 11:30:00","0.42440549","2.08505067","0","0","27.73142","0","0","2.29542189","0.01849224","27.73142","2.29542189","162.46206","0.09440342","0.22071012","66.8831425","0.016429435","1984-11-03","11.5","3","11","1984","27.7746049","0",NA,NA,"0","0","0"
"1984-11-04 11:30:00","0.41555722","2.75151963","0","0","26.6141147","0","0","2.18689086","0.1362008","26.6141147","2.18689086","158.95887","0.09243208","0.21836893","64.1300014","0.02249298","1984-11-04","11.5","4","11","1984","26.4613794","0",NA,NA,"0","0","0"
"1984-11-05 11:30:00","0.63968414","5.69774032","0","0","59.5298758","0","0","4.88614719","0.1919708","59.5298758","4.88614719","181.38694","0.13999851","0.26862763","111.2515539","0.030928622","1984-11-05","11.5","5","11","1984","59.122381","0",NA,NA,"0","0","0"
"1984-11-06 11:30:00","0.55797201","3.39028488","0","0","47.1778584","0","0","3.91799077","0.003585671","47.1778584","3.91799077","179.46723","0.12302745","0.25192302","96.5102835","0.024451696","1984-11-06","11.5","6","11","1984","47.4076884","0",NA,NA,"0","0","0"
"1984-11-07 11:30:00","0.50709263","3.01969987","0","0","39.559435","0","0","3.2788354","0.00508977","39.559435","3.2788354","178.27189","0.11233319","0.24075064","87.4182275","0.019185511","1984-11-07","11.5","7","11","1984","39.6739083","0",NA,NA,"0","0","0"
"1984-11-08 11:30:00","0.47736963","2.74239785","0","0","35.1336716","0","0","2.91001896","0","35.1336716","2.91001896","177.57359","0.10604111","0.23391642","82.1363875","0.017499229","1984-11-08","11.5","8","11","1984","35.2112294","0",NA,NA,"0","0","0"
"1984-11-09 11:30:00","0.45833058","2.51285244","0","0","32.3412642","0","0","2.67634052","0.0007575758","32.3412642","2.67634052","175.38145","0.1019478","0.22936143","77.9675026","0.018662415","1984-11-09","11.5","9","11","1984","32.3837203","0",NA,NA,"0","0","0"
"1984-11-10 11:30:00","0.44375506","2.30935775","0","0","30.3170729","0","0","2.50922394","0.00703573","30.3170729","2.50922394","169.86905","0.09870748","0.22568598","73.1192675","0.021998128","1984-11-10","11.5","10","11","1984","30.3616096","0",NA,NA,"0","0","0"
"1984-11-11 11:30:00","0.4366097","2.33066393","0","0","29.3462207","0","0","2.42616938","0.06949407","29.3462207","2.42616938","167.13381","0.09711809","0.22386387","70.7777481","0.024292559","1984-11-11","11.5","11","11","1984","29.3566494","0",NA,NA,"0","0","0"
"1984-11-12 11:30:00","0.42467198","2.11294894","0","0","27.7656682","0","0","2.2980822","0","27.7656682","2.2980822","162.56406","0.0944627","0.22077998","66.9657424","0.013247788","1984-11-12","11.5","12","11","1984","27.8067947","0",NA,NA,"0","0","0"
"1984-11-13 11:30:00","0.40921169","1.9481586","0","0","25.7812168","0","0","2.13406389","0","25.7812168","2.13406389","156.64588","0.09102376","0.21672355","62.1796077","0.011652235","1984-11-13","11.5","13","11","1984","25.8221731","0",NA,NA,"0","0","0"
"1984-11-14 11:30:00","0.39386807","1.79943498","0","0","23.8842614","0","0","1.97708941","0.003313832","23.8842614","1.97708941","150.77236","0.08761077","0.21262147","57.6044957","0.011467757","1984-11-14","11.5","14","11","1984","23.9227819","0",NA,NA,"0","0","0"
"1984-11-15 11:30:00","0.37846361","1.66115346","0","0","22.0528055","0","0","1.82562048","0","22.0528055","1.82562048","144.87554","0.08418426","0.20842179","53.1873576","0.014983635","1984-11-15","11.5","15","11","1984","22.0900078","0",NA,NA,"0","0","0"
"1984-11-16 11:30:00","0.36352404","1.53258921","0","0","20.3460855","0","0","1.68431494","0","20.3460855","1.68431494","139.15669","0.08086115","0.20426679","49.0710588","0.01288125","1984-11-16","11.5","16","11","1984","20.3802107","0",NA,NA,"0","0","0"
"1984-11-17 11:30:00","0.34935235","1.41495537","0","0","18.7905006","0","0","1.55548722","0","18.7905006","1.55548722","133.73178","0.07770884","0.20024583","45.3192706","0.008492916","1984-11-17","11.5","17","11","1984","18.8213953","0",NA,NA,"0","0","0"
"1984-11-18 11:30:00","0.37985924","3.75135224","0","0","22.6487622","0","0","1.82336291","0.2371447","22.6487622","1.82336291","143.14413","0.08442548","0.20825249","53.4797482","0.009292852","1984-11-18","11.5","18","11","1984","22.0626912","0",NA,NA,"0","0","0"
"1984-11-19 11:30:00","0.67995408","5.95250662","0","0","65.6674924","0","0","5.40151725","0.1989867","65.6674924","5.40151725","182.33302","0.1482777","0.27640848","118.5763706","0.012116892","1984-11-19","11.5","19","11","1984","65.3583588","0",NA,NA,"0","0","0"
"1984-11-20 11:30:00","0.60098554","3.83071957","0","0","53.6557326","0","0","4.4558481","0.01369407","53.6557326","4.4558481","180.47777","0.13200277","0.26095468","104.2411728","0.009220669","1984-11-20","11.5","20","11","1984","53.915762","0",NA,NA,"0","0","0"
"1984-11-21 11:30:00","0.53917718","3.31849218","0","0","44.3565124","0","0","3.67860675","0","44.3565124","3.67860675","179.02567","0.11908962","0.24787844","93.1432047","0.008964014","1984-11-21","11.5","21","11","1984","44.5111417","0",NA,NA,"0","0","0"
"1984-11-22 11:30:00","0.50065019","2.97720554","0","0","38.5984573","0","0","3.1978981","0","38.5984573","3.1978981","178.12054","0.11097247","0.23929159","86.2713677","0.008706977","1984-11-22","11.5","22","11","1984","38.694567","0",NA,NA,"0","0","0"
"1984-11-23 11:30:00","0.48599406","3.41936811","0","0","36.4228334","0","0","2.9934292","0.0672645","36.4228334","2.9934292","177.77621","0.10785783","0.23583673","83.6749125","0.010246737","1984-11-23","11.5","23","11","1984","36.2204934","0",NA,NA,"0","0","0"
"1984-11-24 11:30:00","0.50518439","2.70859187","0","0","39.2781943","0","0","3.26582496","0","39.2781943","3.26582496","178.22706","0.111924","0.24027519","87.0825857","0.011527212","1984-11-24","11.5","24","11","1984","39.5164821","0",NA,NA,"0","0","0"
"1984-11-25 11:30:00","0.45985962","2.43919938","0","0","32.5684333","0","0","2.69783151","0","32.5684333","2.69783151","175.44817","0.10227377","0.22972414","78.2544473","0.012506163","1984-11-25","11.5","25","11","1984","32.6437613","0",NA,NA,"0","0","0"
"1984-11-26 11:30:00","0.44139778","2.26733409","0","0","29.9961732","0","0","2.48293954","0","29.9961732","2.48293954","168.96669","0.09818313","0.22508543","72.3453159","0.013013763","1984-11-26","11.5","26","11","1984","30.0435685","0",NA,NA,"0","0","0"
"1984-11-27 11:30:00","0.57189505","6.88066756","0","0","49.8863097","0","0","4.02201581","0.2737002","49.8863097","4.02201581","172.11657","0.12508581","0.2508529","96.1694422","0.013744841","1984-11-27","11.5","27","11","1984","48.6663913","0",NA,NA,"0","0","0"
"1984-11-28 11:30:00","1.17068578","27.18491626","0","0","187.6581526","0","0","14.57110659","0.958616","187.6581526","14.57110659","193.8738","0.24242669","0.34799514","213.9528395","0.021193644","1984-11-28","11.5","28","11","1984","176.3103898","0",NA,NA,"0","0","0"
"1984-11-29 11:30:00","1.8704117","24.49758045","0","0","390.2637774","0","0","32.911731","0.2353005","390.2637774","32.911731","210.34269","0.37304991","0.43778283","353.2478485","0.014733503","1984-11-29","11.5","29","11","1984","398.2319452","0",NA,NA,"0","0","0"
"1984-11-30 11:30:00","1.28483299","13.29216993","0","0","193.421339","0","0","16.14681292","0.005128343","193.421339","16.14681292","196.56192","0.26712765","0.37105168","233.228653","0.014424744","1984-11-30","11.5","30","11","1984","195.3764363","0",NA,NA,"0","0","0"
"1984-12-01 11:30:00","1.03713901","9.51619073","0","0","130.9223811","0","0","10.89368014","0.01183064","130.9223811","10.89368014","190.73014","0.21971192","0.33663517","185.1462739","0.014775178","1984-12-01","11.5","1","12","1984","131.8135296","0",NA,NA,"0","0","0"
"1984-12-02 11:30:00","0.91232723","7.72368568","0","0","102.1215547","0","0","8.4711738","0.01542517","102.1215547","8.4711738","187.79258","0.19518102","0.31733124","161.4967537","0.014353045","1984-12-02","11.5","2","12","1984","102.501203","0",NA,NA,"0","0","0"
"1984-12-03 11:30:00","0.85704914","7.33148503","0","0","92.9682681","0","0","7.69443258","0.05710212","92.9682681","7.69443258","186.49361","0.18418687","0.3082831","151.1579386","0.014866621","1984-12-03","11.5","3","12","1984","93.1026342","0",NA,NA,"0","0","0"
"1984-12-04 11:30:00","0.79756811","6.65882486","0","0","83.7208211","0","0","6.92740442","0.03884472","83.7208211","6.92740442","185.09619","0.17224972","0.29812466","140.121755","0.010795793","1984-12-04","11.5","4","12","1984","83.8215935","0",NA,NA,"0","0","0"
"1984-12-05 11:30:00","0.8040373","6.7804698","0","0","84.7214559","0","0","7.0010793","0.2499497","84.7214559","7.0010793","185.24817","0.17355594","0.29926202","141.315944","0.009299247","1984-12-05","11.5","5","12","1984","84.7130595","0",NA,NA,"0","0","0"
"1984-12-06 11:30:00","0.83614663","7.81925557","0","0","89.7262383","0","0","7.39641194","0.1348854","89.7262383","7.39641194","186.00253","0.17998028","0.30466687","147.2887999","0.009577293","1984-12-06","11.5","6","12","1984","89.4965844","0",NA,NA,"0","0","0"
"1984-12-07 11:30:00","0.83303939","6.8341672","0","0","89.2294079","0","0","7.39394923","0","89.2294079","7.39394923","185.92953","0.17937777","0.30422034","146.6958707","0.006804414","1984-12-07","11.5","7","12","1984","89.4667857","0",NA,NA,"0","0","0"
"1984-12-08 11:30:00","0.76363758","6.05005918","0","0","78.4775877","0","0","6.50172607","0","78.4775877","6.50172607","184.29904","0.16539062","0.29212358","133.8643233","0.009708271","1984-12-08","11.5","8","12","1984","78.6708855","0",NA,NA,"0","0","0"
"1984-12-09 11:30:00","0.76973583","7.16285221","0","0","79.4343719","0","0","6.54376175","1.411849e-05","79.4343719","6.54376175","184.44231","0.16660055","0.29310258","135.0061779","0.010803231","1984-12-09","11.5","9","12","1984","79.1795172","0",NA,NA,"0","0","0"
"1984-12-10 11:30:00","0.87196187","8.93467051","0","0","95.8694776","0","0","7.88376137","0.002924426","95.8694776","7.88376137","186.84428","0.18711096","0.31055859","153.9835943","0.013352479","1984-12-10","11.5","10","12","1984","95.3935125","0",NA,NA,"0","0","0"
"1984-12-11 11:30:00","0.94353369","8.74048754","0","0","107.9690599","0","0","8.93340468","0.005188199","107.9690599","8.93340468","188.52628","0.20136502","0.32234664","167.3569438","0.015372077","1984-12-11","11.5","11","12","1984","108.0941967","0",NA,NA,"0","0","0"
"1984-12-12 11:30:00","0.88831586","7.58813785","0","0","97.8586651","0","0","8.10563499","0.008703235","97.8586651","8.10563499","187.22817","0.19041702","0.3134477","156.9942862","0.015164536","1984-12-12","11.5","12","12","1984","98.0781833","0",NA,NA,"0","0","0"
"1984-12-13 11:30:00","0.82560911","6.87272912","0","0","88.072086","0","0","7.29395914","0.00240633","88.072086","7.29395914","185.75497","0.1778899","0.30296478","145.3146871","0.022315069","1984-12-13","11.5","13","12","1984","88.2569056","0",NA,NA,"0","0","0"
"1984-12-14 11:30:00","0.77493502","6.3168778","0","0","80.2198461","0","0","6.64169802","0","80.2198461","6.64169802","184.56446","0.16767997","0.29414565","135.9435863","0.020560544","1984-12-14","11.5","14","12","1984","80.3645461","0",NA,NA,"0","0","0"
"1984-12-15 11:30:00","0.73442119","5.8586329","0","0","73.978583","0","0","6.12375919","0.004419526","73.978583","6.12375919","183.61264","0.15945952","0.28684693","128.4950755","0.023101375","1984-12-15","11.5","15","12","1984","74.0974862","0",NA,NA,"0","0","0"
"1984-12-16 11:30:00","0.69948427","5.44558597","0","0","68.6226041","0","0","5.68007584","0.001097599","68.6226041","5.68007584","182.79185","0.15232858","0.28036042","122.1030897","0.020363545","1984-12-16","11.5","16","12","1984","68.7289177","0",NA,NA,"0","0","0"
"1984-12-17 11:30:00","0.66738689","5.0627417","0","0","63.7231808","0","0","5.27452266","0","63.7231808","5.27452266","182.03777","0.14574241","0.27423267","116.255971","0.023426718","1984-12-17","11.5","17","12","1984","63.8217242","0",NA,NA,"0","0","0"
"1984-12-18 11:30:00","0.63747267","4.70375594","0","0","59.1752313","0","0","4.89807902","0","59.1752313","4.89807902","181.33498","0.13957383","0.26836664","110.82831","0.024134364","1984-12-18","11.5","18","12","1984","59.2667561","0",NA,NA,"0","0","0"
"1984-12-19 11:30:00","0.61117774","4.3694521","0","0","55.1919789","0","0","4.56794482","0.02484584","55.1919789","4.56794482","180.71722","0.13412717","0.26307911","106.074577","0.017667727","1984-12-19","11.5","19","12","1984","55.2721324","0",NA,NA,"0","0","0"
"1984-12-20 11:30:00","0.58463559","4.05931496","0","0","51.1852487","0","0","4.23690124","3.208691e-05","51.1852487","4.23690124","180.09365","0.12860535","0.25760641","101.2928241","0.016393425","1984-12-20","11.5","20","12","1984","51.266505","0",NA,NA,"0","0","0"
"1984-12-21 11:30:00","0.60316601","4.79711184","0","0","53.9860797","0","0","4.44584485","0.1189105","53.9860797","4.44584485","180.52899","0.13245433","0.26139202","104.6354202","0.013435325","1984-12-21","11.5","21","12","1984","53.7947227","0",NA,NA,"0","0","0"
"1984-12-22 11:30:00","0.62833599","4.62812624","0","0","57.7897946","0","0","4.78156835","0.01210393","57.7897946","4.78156835","181.12033","0.13768363","0.26654229","109.1748883","0.019015804","1984-12-22","11.5","22","12","1984","57.856977","0",NA,NA,"0","0","0"
"1984-12-23 11:30:00","0.59487257","4.13299108","0","0","52.7292225","0","0","4.36605702","0.005361722","52.7292225","4.36605702","180.33415","0.13073742","0.25973095","103.1354491","0.011143937","1984-12-23","11.5","23","12","1984","52.8292899","0",NA,NA,"0","0","0"
"1984-12-24 11:30:00","0.56564602","3.80645956","0","0","48.3271775","0","0","4.00095164","0.006730731","48.3271775","4.00095164","179.64752","0.12463992","0.25360296","97.8819154","0.013540748","1984-12-24","11.5","24","12","1984","48.4115148","0",NA,NA,"0","0","0"
"1984-12-25 11:30:00","0.54071756","3.52427203","0","0","44.5858029","0","0","3.69088179","0.002062191","44.5858029","3.69088179","179.06186","0.1194158","0.24823226","93.4168469","0.011762374","1984-12-25","11.5","25","12","1984","44.6596696","0",NA,NA,"0","0","0"
"1984-12-26 11:30:00","0.51852531","3.27041754","0","0","41.2653944","0","0","3.41574503","0","41.2653944","3.41574503","178.54048","0.11474678","0.2433318","89.4541712","0.010106189","1984-12-26","11.5","26","12","1984","41.3305149","0",NA,NA,"0","0","0"
"1984-12-27 11:30:00","0.49843745","3.03706639","0","0","38.2682436","0","0","3.16762567","0.0005467816","38.2682436","3.16762567","178.06855","0.11050539","0.23879252","85.8772799","0.013264212","1984-12-27","11.5","27","12","1984","38.3282706","0",NA,NA,"0","0","0"
"1984-12-28 11:30:00","0.47941312","2.81960079","0","0","35.43713","0","0","2.9334408","0","35.43713","2.9334408","177.6216","0.10647519","0.23439738","82.4985441","0.023413597","1984-12-28","11.5","28","12","1984","35.4946337","0",NA,NA,"0","0","0"
"1984-12-29 11:30:00","0.46293084","2.61442595","0","0","33.0018705","0","0","2.73086437","0.0006576859","33.0018705","2.73086437","176.55911","0.10295523","0.23049192","79.2673063","0.025920498","1984-12-29","11.5","29","12","1984","33.0434588","0",NA,NA,"0","0","0"
"1984-12-30 11:30:00","0.45069501","2.42190353","0","0","31.2715786","0","0","2.58748078","0.007332435","31.2715786","2.58748078","172.52566","0.10025117","0.22744496","75.4213616","0.019935468","1984-12-30","11.5","30","12","1984","31.3085175","0",NA,NA,"0","0","0"
"1984-12-31 11:30:00","0.44791686","2.56770129","0","0","30.8865511","0","0","2.55127574","0.07539113","30.8865511","2.55127574","171.46219","0.09963321","0.22674351","74.4927454","0.014085154","1984-12-31","11.5","31","12","1984","30.8704365","0",NA,NA,"0","0","0"
"1985-01-01 11:30:00","0.46256953","2.94998347","0","0","32.9898841","0","0","2.7203857","0.05900515","32.9898841","2.7203857","174.81958","0.10283053","0.23033197","78.4322885","0.020663572","1985-01-01","11.5","1","1","1985","32.916667","0",NA,NA,"0","0","0"
"1985-01-02 11:30:00","0.63346322","6.28691485","0","0","58.6463515","0","0","4.78738054","0.235187","58.6463515","4.78738054","181.24078","0.13860844","0.2667853","110.1971292","0.018457745","1985-01-02","11.5","2","1","1985","57.9273045","0",NA,NA,"0","0","0"
"1985-01-03 11:30:00","0.81410889","8.88377255","0","0","86.7753929","0","0","7.09296767","0.2988429","86.7753929","7.09296767","185.48504","0.17547163","0.30054836","143.2698924","0.010992845","1985-01-03","11.5","3","1","1985","85.8249088","0",NA,NA,"0","0","0"
"1985-01-04 11:30:00","0.97126045","9.50019606","0","0","114.7212369","0","0","9.47059747","0.1772462","114.7212369","9.47059747","189.17908","0.20683288","0.32668937","172.5980816","0.010106034","1985-01-04","11.5","4","1","1985","114.5942293","0",NA,NA,"0","0","0"
"1985-01-05 11:30:00","0.97225672","8.91850408","0","0","114.9733451","0","0","9.5307581","0.08179345","114.9733451","9.5307581","189.20254","0.20702102","0.32681712","172.7933477","0.009893738","1985-01-05","11.5","5","1","1985","115.322173","0",NA,NA,"0","0","0"
"1985-01-06 11:30:00","0.89262152","7.7591363","0","0","98.5319885","0","0","8.15675809","0.01873203","98.5319885","8.15675809","187.32933","0.19127513","0.31415951","157.7978516","0.010260045","1985-01-06","11.5","6","1","1985","98.6967729","0",NA,NA,"0","0","0"
"1985-01-07 11:30:00","0.86733734","7.67218618","0","0","94.5728184","0","0","7.8215157","0","94.5728184","7.8215157","186.73531","0.18624384","0.31000903","153.0728563","0.011832921","1985-01-07","11.5","7","1","1985","94.64034","0",NA,NA,"0","0","0"
"1985-01-08 11:30:00","0.84208578","7.27351195","0","0","90.6339289","0","0","7.49855544","0.0007121023","90.6339289","7.49855544","186.14207","0.18119618","0.30577667","148.3720678","0.010993479","1985-01-08","11.5","8","1","1985","90.7325208","0",NA,NA,"0","0","0"
"1985-01-09 11:30:00","0.80863533","6.79333576","0","0","85.4350001","0","0","7.07051464","0.003745507","85.4350001","7.07051464","185.3562","0.17448072","0.30005525","142.1675084","0.008758481","1985-01-09","11.5","9","1","1985","85.5532271","0",NA,NA,"0","0","0"
"1985-01-10 11:30:00","0.76938079","6.25506824","0","0","79.3619175","0","0","6.56936653","0.0194874","79.3619175","6.56936653","184.43397","0.16655661","0.29316103","134.919707","0.009316651","1985-01-10","11.5","10","1","1985","79.4893351","0",NA,NA,"0","0","0"
"1985-01-11 11:30:00","0.73151036","5.7776977","0","0","73.5315504","0","0","6.08708024","0.02730688","73.5315504","6.08708024","183.54426","0.15886667","0.28631247","127.9615752","0.009409088","1985-01-11","11.5","11","1","1985","73.6536709","0",NA,NA,"0","0","0"
"1985-01-12 11:30:00","0.69387724","5.34998125","0","0","67.7653577","0","0","5.60970604","3.208115e-05","67.7653577","5.60970604","182.66012","0.15118032","0.27930121","121.0800254","0.007841132","1985-01-12","11.5","12","1","1985","67.8774431","0",NA,NA,"0","0","0"
