"","Model"
"1% Non-Exceedance",1.58
"5% Non-Exceedance",5.86
"50% Non-Exceedance",58.2
"95% Non-Exceedance",419
"99% Non-Exceedance",1330
"Sept. 10% Non-Exceedance",4.68
