"","Model"
"Overall Mean Flow",189
"Jan. Mean Flow",247
"Feb. Mean Flow",347
"Mar. Mean Flow",353
"Apr. Mean Flow",269
"May Mean Flow",189
"Jun. Mean Flow",153
"Jul. Mean Flow",112
"Aug. Mean Flow",108
"Sep. Mean Flow",92.3
"Oct. Mean Flow",95.8
"Nov. Mean Flow",132
"Dec. Mean Flow",183
