"","Model"
"Min. 1 Day Min",8.21
"Med. 1 Day Min",35.7
"Min. 3 Day Min",8.65
"Med. 3 Day Min",38.6
"Min. 7 Day Min",10
"Med. 7 Day Min",45.6
"Min. 30 Day Min",27.6
"Med. 30 Day Min",74.4
"Min. 90 Day Min",69.6
"Med. 90 Day Min",191
"7Q10",18.4
"Year of 90-Day Low Flow",1988
"Drought Year Mean",291.536312470458
"Mean Baseflow",375
