"","Model"
"Overall Mean Flow",703
"Jan. Mean Flow",1010
"Feb. Mean Flow",1430
"Mar. Mean Flow",1310
"Apr. Mean Flow",965
"May Mean Flow",715
"Jun. Mean Flow",512
"Jul. Mean Flow",354
"Aug. Mean Flow",326
"Sep. Mean Flow",301
"Oct. Mean Flow",334
"Nov. Mean Flow",479
"Dec. Mean Flow",754
