"","Model"
"1% Non-Exceedance",0.913
"5% Non-Exceedance",2.85
"50% Non-Exceedance",61.9
"95% Non-Exceedance",368
"99% Non-Exceedance",740
"Sept. 10% Non-Exceedance",2.19
