"","Model"
"Overall Mean Flow",487
"Jan. Mean Flow",641
"Feb. Mean Flow",872
"Mar. Mean Flow",895
"Apr. Mean Flow",674
"May Mean Flow",485
"Jun. Mean Flow",387
"Jul. Mean Flow",285
"Aug. Mean Flow",277
"Sep. Mean Flow",240
"Oct. Mean Flow",251
"Nov. Mean Flow",361
"Dec. Mean Flow",497
