"","Model"
"Min. 1 Day Min",0
"Med. 1 Day Min",2.75
"Min. 3 Day Min",0.0105
"Med. 3 Day Min",4.64
"Min. 7 Day Min",0.448
"Med. 7 Day Min",5.66
"Min. 30 Day Min",3.54
"Med. 30 Day Min",20.8
"Min. 90 Day Min",14
"Med. 90 Day Min",61.8
"7Q10",0.955
"Year of 90-Day Low Flow",1988
"Drought Year Mean",106.236849969143
"Mean Baseflow",148
