"","Model"
"Jan. Low Flow",29.1
"Feb. Low Flow",109
"Mar. Low Flow",150
"Apr. Low Flow",244
"May Low Flow",390
"Jun. Low Flow",298
"Jul. Low Flow",223
"Aug. Low Flow",115
"Sep. Low Flow",80.1
"Oct. Low Flow",36.5
"Nov. Low Flow",40.7
"Dec. Low Flow",32.5
