"","Model"
"Jan. Low Flow",14.9
"Feb. Low Flow",20.9
"Mar. Low Flow",41.1
"Apr. Low Flow",69.5
"May Low Flow",94.6
"Jun. Low Flow",92.9
"Jul. Low Flow",64.6
"Aug. Low Flow",37.7
"Sep. Low Flow",31.3
"Oct. Low Flow",24.9
"Nov. Low Flow",22.7
"Dec. Low Flow",16.1
