"","Model"
"Overall Mean Flow",106
"Jan. Mean Flow",160
"Feb. Mean Flow",231
"Mar. Mean Flow",205
"Apr. Mean Flow",154
"May Mean Flow",103
"Jun. Mean Flow",70.1
"Jul. Mean Flow",50.7
"Aug. Mean Flow",44
"Sep. Mean Flow",37.1
"Oct. Mean Flow",39.4
"Nov. Mean Flow",66.6
"Dec. Mean Flow",118
