"","Model"
"Min. 1 Day Min",1.85
"Med. 1 Day Min",8.44
"Min. 3 Day Min",1.96
"Med. 3 Day Min",8.88
"Min. 7 Day Min",2.3
"Med. 7 Day Min",9.8
"Min. 30 Day Min",4.9
"Med. 30 Day Min",15.1
"Min. 90 Day Min",14.7
"Med. 90 Day Min",29.4
"7Q10",3.52
"Year of 90-Day Low Flow",1995
"Drought Year Mean",87.8491862865292
"Mean Baseflow",59.4
