"","area_sqmi","wd_upstream_mgd","ps_upstream_mgd","Qreach","Qlake","imp_off","wd_mgd","ps_mgd","ps_trib_mgd","wd_trib_mgd","name","description","componentid","subshedid","dt","month","day","year","thisdate","time","timestamp","run_mode","season","ps_cumulative_mgd","wd_cumulative_mgd","flow_mode","week","Listen.on.Parent","Send.to.Children","Send.to.Parent","Listen.to.Children","Qout"
"11",NA,"0.000000000","0.1973723"," 192.695229"," 198.236205","1","0","0","0","0",NA,NA,"0",NA,NA," 1","11","1984","1984-01-11",NA,"1984-01-11","2",NA,"0.1973723","0.000000000","0"," 2","0","0","0","0"," 192.695229"
"12",NA,"0.000000000","0.1973723"," 186.507269"," 192.695229","1","0","0","0","0",NA,NA,"0",NA,NA," 1","12","1984","1984-01-12",NA,"1984-01-12","2",NA,"0.1973723","0.000000000","0"," 2","0","0","0","0"," 186.507269"
"13",NA,"0.000000000","0.1973723"," 180.494073"," 186.507269","1","0","0","0","0",NA,NA,"0",NA,NA," 1","13","1984","1984-01-13",NA,"1984-01-13","2",NA,"0.1973723","0.000000000","0"," 2","0","0","0","0"," 180.494073"
"14",NA,"0.000000000","0.1973723"," 174.354264"," 180.494073","1","0","0","0","0",NA,NA,"0",NA,NA," 1","14","1984","1984-01-14",NA,"1984-01-14","2",NA,"0.1973723","0.000000000","0"," 2","0","0","0","0"," 174.354264"
"15",NA,"0.000000000","0.1973723"," 168.688708"," 174.354264","1","0","0","0","0",NA,NA,"0",NA,NA," 1","15","1984","1984-01-15",NA,"1984-01-15","2",NA,"0.1973723","0.000000000","0"," 2","0","0","0","0"," 168.688708"
"16",NA,"0.000000000","0.1973723"," 163.323124"," 168.688708","1","0","0","0","0",NA,NA,"0",NA,NA," 1","16","1984","1984-01-16",NA,"1984-01-16","2",NA,"0.1973723","0.000000000","0"," 3","0","0","0","0"," 163.323124"
"17",NA,"0.000000000","0.1973723"," 158.089026"," 163.323124","1","0","0","0","0",NA,NA,"0",NA,NA," 1","17","1984","1984-01-17",NA,"1984-01-17","2",NA,"0.1973723","0.000000000","0"," 3","0","0","0","0"," 158.089026"
"18",NA,"0.000000000","0.1973723"," 153.668763"," 158.089026","1","0","0","0","0",NA,NA,"0",NA,NA," 1","18","1984","1984-01-18",NA,"1984-01-18","2",NA,"0.1973723","0.000000000","0"," 3","0","0","0","0"," 153.668763"
"19",NA,"0.000000000","0.1973723"," 150.621020"," 153.668763","1","0","0","0","0",NA,NA,"0",NA,NA," 1","19","1984","1984-01-19",NA,"1984-01-19","2",NA,"0.1973723","0.000000000","0"," 3","0","0","0","0"," 150.621020"
"20",NA,"0.000000000","0.1973723"," 148.594374"," 150.621020","1","0","0","0","0",NA,NA,"0",NA,NA," 1","20","1984","1984-01-20",NA,"1984-01-20","2",NA,"0.1973723","0.000000000","0"," 3","0","0","0","0"," 148.594374"
"21",NA,"0.000000000","0.1973723"," 146.618761"," 148.594374","1","0","0","0","0",NA,NA,"0",NA,NA," 1","21","1984","1984-01-21",NA,"1984-01-21","2",NA,"0.1973723","0.000000000","0"," 3","0","0","0","0"," 146.618761"
"22",NA,"0.000000000","0.1973723"," 140.660796"," 146.618761","1","0","0","0","0",NA,NA,"0",NA,NA," 1","22","1984","1984-01-22",NA,"1984-01-22","2",NA,"0.1973723","0.000000000","0"," 3","0","0","0","0"," 140.660796"
"23",NA,"0.000000000","0.1973723"," 133.562355"," 140.660796","1","0","0","0","0",NA,NA,"0",NA,NA," 1","23","1984","1984-01-23",NA,"1984-01-23","2",NA,"0.1973723","0.000000000","0"," 4","0","0","0","0"," 133.562355"
"24",NA,"0.000000000","0.1973723"," 128.913665"," 133.562355","1","0","0","0","0",NA,NA,"0",NA,NA," 1","24","1984","1984-01-24",NA,"1984-01-24","2",NA,"0.1973723","0.000000000","0"," 4","0","0","0","0"," 128.913665"
"25",NA,"0.000000000","0.1973723"," 124.623837"," 128.913665","1","0","0","0","0",NA,NA,"0",NA,NA," 1","25","1984","1984-01-25",NA,"1984-01-25","2",NA,"0.1973723","0.000000000","0"," 4","0","0","0","0"," 124.623837"
"26",NA,"0.000000000","0.1973723"," 124.238076"," 124.623837","1","0","0","0","0",NA,NA,"0",NA,NA," 1","26","1984","1984-01-26",NA,"1984-01-26","2",NA,"0.1973723","0.000000000","0"," 4","0","0","0","0"," 124.238076"
"27",NA,"0.000000000","0.1973723"," 123.490967"," 124.238076","1","0","0","0","0",NA,NA,"0",NA,NA," 1","27","1984","1984-01-27",NA,"1984-01-27","2",NA,"0.1973723","0.000000000","0"," 4","0","0","0","0"," 123.490967"
"28",NA,"0.000000000","0.1973723"," 122.069013"," 123.490967","1","0","0","0","0",NA,NA,"0",NA,NA," 1","28","1984","1984-01-28",NA,"1984-01-28","2",NA,"0.1973723","0.000000000","0"," 4","0","0","0","0"," 122.069013"
"29",NA,"0.000000000","0.1973723"," 123.358470"," 122.069013","1","0","0","0","0",NA,NA,"0",NA,NA," 1","29","1984","1984-01-29",NA,"1984-01-29","2",NA,"0.1973723","0.000000000","0"," 4","0","0","0","0"," 123.358470"
"30",NA,"0.000000000","0.1973723"," 120.969650"," 123.358470","1","0","0","0","0",NA,NA,"0",NA,NA," 1","30","1984","1984-01-30",NA,"1984-01-30","2",NA,"0.1973723","0.000000000","0"," 5","0","0","0","0"," 120.969650"
"31",NA,"0.000000000","0.1973723"," 115.474439"," 120.969650","1","0","0","0","0",NA,NA,"0",NA,NA," 1","31","1984","1984-01-31",NA,"1984-01-31","2",NA,"0.1973723","0.000000000","0"," 5","0","0","0","0"," 115.474439"
"32",NA,"0.000000000","0.1834237"," 110.469740"," 115.474439","1","0","0","0","0",NA,NA,"0",NA,NA," 2"," 1","1984","1984-02-01",NA,"1984-02-01","2",NA,"0.1834237","0.000000000","0"," 5","0","0","0","0"," 110.469740"
"33",NA,"0.000000000","0.1834237"," 105.554813"," 110.469740","1","0","0","0","0",NA,NA,"0",NA,NA," 2"," 2","1984","1984-02-02",NA,"1984-02-02","2",NA,"0.1834237","0.000000000","0"," 5","0","0","0","0"," 105.554813"
"34",NA,"0.000000000","0.1834237"," 101.257677"," 105.554813","1","0","0","0","0",NA,NA,"0",NA,NA," 2"," 3","1984","1984-02-03",NA,"1984-02-03","2",NA,"0.1834237","0.000000000","0"," 5","0","0","0","0"," 101.257677"
"35",NA,"0.000000000","0.1834237","  98.569780"," 101.257677","1","0","0","0","0",NA,NA,"0",NA,NA," 2"," 4","1984","1984-02-04",NA,"1984-02-04","2",NA,"0.1834237","0.000000000","0"," 5","0","0","0","0","  98.569780"
"36",NA,"0.000000000","0.1834237"," 100.248762","  98.569780","1","0","0","0","0",NA,NA,"0",NA,NA," 2"," 5","1984","1984-02-05",NA,"1984-02-05","2",NA,"0.1834237","0.000000000","0"," 5","0","0","0","0"," 100.248762"
"37",NA,"0.000000000","0.1834237"," 105.065624"," 100.248762","1","0","0","0","0",NA,NA,"0",NA,NA," 2"," 6","1984","1984-02-06",NA,"1984-02-06","2",NA,"0.1834237","0.000000000","0"," 6","0","0","0","0"," 105.065624"
"38",NA,"0.000000000","0.1834237"," 103.607992"," 105.065624","1","0","0","0","0",NA,NA,"0",NA,NA," 2"," 7","1984","1984-02-07",NA,"1984-02-07","2",NA,"0.1834237","0.000000000","0"," 6","0","0","0","0"," 103.607992"
"39",NA,"0.000000000","0.1834237","  97.018481"," 103.607992","1","0","0","0","0",NA,NA,"0",NA,NA," 2"," 8","1984","1984-02-08",NA,"1984-02-08","2",NA,"0.1834237","0.000000000","0"," 6","0","0","0","0","  97.018481"
"40",NA,"0.000000000","0.1834237","  91.910248","  97.018481","1","0","0","0","0",NA,NA,"0",NA,NA," 2"," 9","1984","1984-02-09",NA,"1984-02-09","2",NA,"0.1834237","0.000000000","0"," 6","0","0","0","0","  91.910248"
"41",NA,"0.000000000","0.1834237","  88.240818","  91.910248","1","0","0","0","0",NA,NA,"0",NA,NA," 2","10","1984","1984-02-10",NA,"1984-02-10","2",NA,"0.1834237","0.000000000","0"," 6","0","0","0","0","  88.240818"
"42",NA,"0.000000000","0.1834237","  85.147766","  88.240818","1","0","0","0","0",NA,NA,"0",NA,NA," 2","11","1984","1984-02-11",NA,"1984-02-11","2",NA,"0.1834237","0.000000000","0"," 6","0","0","0","0","  85.147766"
"43",NA,"0.000000000","0.1834237","  83.045440","  85.147766","1","0","0","0","0",NA,NA,"0",NA,NA," 2","12","1984","1984-02-12",NA,"1984-02-12","2",NA,"0.1834237","0.000000000","0"," 6","0","0","0","0","  83.045440"
"44",NA,"0.000000000","0.1834237","  86.432042","  83.045440","1","0","0","0","0",NA,NA,"0",NA,NA," 2","13","1984","1984-02-13",NA,"1984-02-13","2",NA,"0.1834237","0.000000000","0"," 7","0","0","0","0","  86.432042"
"45",NA,"0.000000000","0.1834237","  95.791064","  86.432042","1","0","0","0","0",NA,NA,"0",NA,NA," 2","14","1984","1984-02-14",NA,"1984-02-14","2",NA,"0.1834237","0.000000000","0"," 7","0","0","0","0","  95.791064"
"46",NA,"0.000000000","0.1834237"," 115.069644","  95.791064","1","0","0","0","0",NA,NA,"0",NA,NA," 2","15","1984","1984-02-15",NA,"1984-02-15","2",NA,"0.1834237","0.000000000","0"," 7","0","0","0","0"," 115.069644"
"47",NA,"0.000000000","0.1834237"," 179.137216"," 115.069644","1","0","0","0","0",NA,NA,"0",NA,NA," 2","16","1984","1984-02-16",NA,"1984-02-16","2",NA,"0.1834237","0.000000000","0"," 7","0","0","0","0"," 179.137216"
"48",NA,"0.000000000","0.1834237"," 237.406233"," 179.137216","1","0","0","0","0",NA,NA,"0",NA,NA," 2","17","1984","1984-02-17",NA,"1984-02-17","2",NA,"0.1834237","0.000000000","0"," 7","0","0","0","0"," 237.406233"
"49",NA,"0.000000000","0.1834237"," 194.940581"," 237.406233","1","0","0","0","0",NA,NA,"0",NA,NA," 2","18","1984","1984-02-18",NA,"1984-02-18","2",NA,"0.1834237","0.000000000","0"," 7","0","0","0","0"," 194.940581"
"50",NA,"0.000000000","0.1834237"," 157.590084"," 194.940581","1","0","0","0","0",NA,NA,"0",NA,NA," 2","19","1984","1984-02-19",NA,"1984-02-19","2",NA,"0.1834237","0.000000000","0"," 7","0","0","0","0"," 157.590084"
"51",NA,"0.000000000","0.1834237"," 141.093552"," 157.590084","1","0","0","0","0",NA,NA,"0",NA,NA," 2","20","1984","1984-02-20",NA,"1984-02-20","2",NA,"0.1834237","0.000000000","0"," 8","0","0","0","0"," 141.093552"
"52",NA,"0.000000000","0.1834237"," 121.430428"," 141.093552","1","0","0","0","0",NA,NA,"0",NA,NA," 2","21","1984","1984-02-21",NA,"1984-02-21","2",NA,"0.1834237","0.000000000","0"," 8","0","0","0","0"," 121.430428"
"53",NA,"0.000000000","0.1834237"," 119.806693"," 121.430428","1","0","0","0","0",NA,NA,"0",NA,NA," 2","22","1984","1984-02-22",NA,"1984-02-22","2",NA,"0.1834237","0.000000000","0"," 8","0","0","0","0"," 119.806693"
"54",NA,"0.000000000","0.1834237"," 115.942845"," 119.806693","1","0","0","0","0",NA,NA,"0",NA,NA," 2","23","1984","1984-02-23",NA,"1984-02-23","2",NA,"0.1834237","0.000000000","0"," 8","0","0","0","0"," 115.942845"
"55",NA,"0.000000000","0.1834237"," 117.351705"," 115.942845","1","0","0","0","0",NA,NA,"0",NA,NA," 2","24","1984","1984-02-24",NA,"1984-02-24","2",NA,"0.1834237","0.000000000","0"," 8","0","0","0","0"," 117.351705"
"56",NA,"0.000000000","0.1834237"," 153.166982"," 117.351705","1","0","0","0","0",NA,NA,"0",NA,NA," 2","25","1984","1984-02-25",NA,"1984-02-25","2",NA,"0.1834237","0.000000000","0"," 8","0","0","0","0"," 153.166982"
"57",NA,"0.000000000","0.1834237"," 440.578555"," 153.166982","1","0","0","0","0",NA,NA,"0",NA,NA," 2","26","1984","1984-02-26",NA,"1984-02-26","2",NA,"0.1834237","0.000000000","0"," 8","0","0","0","0"," 440.578555"
"58",NA,"0.000000000","0.1834237"," 622.362272"," 440.578555","1","0","0","0","0",NA,NA,"0",NA,NA," 2","27","1984","1984-02-27",NA,"1984-02-27","2",NA,"0.1834237","0.000000000","0"," 9","0","0","0","0"," 622.362272"
"59",NA,"0.000000000","0.1834237"," 338.168763"," 622.362272","1","0","0","0","0",NA,NA,"0",NA,NA," 2","28","1984","1984-02-28",NA,"1984-02-28","2",NA,"0.1834237","0.000000000","0"," 9","0","0","0","0"," 338.168763"
"60",NA,"0.000000000","0.1834237"," 225.032262"," 338.168763","1","0","0","0","0",NA,NA,"0",NA,NA," 2","29","1984","1984-02-29",NA,"1984-02-29","2",NA,"0.1834237","0.000000000","0"," 9","0","0","0","0"," 225.032262"
"61",NA,"0.000000000","0.2228407"," 177.453982"," 225.032262","1","0","0","0","0",NA,NA,"0",NA,NA," 3"," 1","1984","1984-03-01",NA,"1984-03-01","2",NA,"0.2228407","0.000000000","0"," 9","0","0","0","0"," 177.453982"
"62",NA,"0.006385822","0.2228407"," 136.531516"," 177.453982","1","0","0","0","0",NA,NA,"0",NA,NA," 3"," 2","1984","1984-03-02",NA,"1984-03-02","2",NA,"0.2228407","0.006385822","0"," 9","0","0","0","0"," 136.531516"
"63",NA,"0.006385822","0.2228407"," 147.487848"," 136.531516","1","0","0","0","0",NA,NA,"0",NA,NA," 3"," 3","1984","1984-03-03",NA,"1984-03-03","2",NA,"0.2228407","0.006385822","0"," 9","0","0","0","0"," 147.487848"
"64",NA,"0.006385822","0.2228407"," 136.548349"," 147.487848","1","0","0","0","0",NA,NA,"0",NA,NA," 3"," 4","1984","1984-03-04",NA,"1984-03-04","2",NA,"0.2228407","0.006385822","0"," 9","0","0","0","0"," 136.548349"
"65",NA,"0.006385822","0.2228407"," 137.847935"," 136.548349","1","0","0","0","0",NA,NA,"0",NA,NA," 3"," 5","1984","1984-03-05",NA,"1984-03-05","2",NA,"0.2228407","0.006385822","0","10","0","0","0","0"," 137.847935"
"66",NA,"0.006385822","0.2228407"," 137.803822"," 137.847935","1","0","0","0","0",NA,NA,"0",NA,NA," 3"," 6","1984","1984-03-06",NA,"1984-03-06","2",NA,"0.2228407","0.006385822","0","10","0","0","0","0"," 137.803822"
"67",NA,"0.006385822","0.2228407"," 145.778669"," 137.803822","1","0","0","0","0",NA,NA,"0",NA,NA," 3"," 7","1984","1984-03-07",NA,"1984-03-07","2",NA,"0.2228407","0.006385822","0","10","0","0","0","0"," 145.778669"
"68",NA,"0.006385822","0.2228407"," 160.576332"," 145.778669","1","0","0","0","0",NA,NA,"0",NA,NA," 3"," 8","1984","1984-03-08",NA,"1984-03-08","2",NA,"0.2228407","0.006385822","0","10","0","0","0","0"," 160.576332"
"69",NA,"0.006385822","0.2228407"," 163.996835"," 160.576332","1","0","0","0","0",NA,NA,"0",NA,NA," 3"," 9","1984","1984-03-09",NA,"1984-03-09","2",NA,"0.2228407","0.006385822","0","10","0","0","0","0"," 163.996835"
"70",NA,"0.006385822","0.2228407"," 154.522805"," 163.996835","1","0","0","0","0",NA,NA,"0",NA,NA," 3","10","1984","1984-03-10",NA,"1984-03-10","2",NA,"0.2228407","0.006385822","0","10","0","0","0","0"," 154.522805"
"71",NA,"0.006385822","0.2228407"," 146.667991"," 154.522805","1","0","0","0","0",NA,NA,"0",NA,NA," 3","11","1984","1984-03-11",NA,"1984-03-11","2",NA,"0.2228407","0.006385822","0","10","0","0","0","0"," 146.667991"
"72",NA,"0.006385822","0.2228407"," 139.471324"," 146.667991","1","0","0","0","0",NA,NA,"0",NA,NA," 3","12","1984","1984-03-12",NA,"1984-03-12","2",NA,"0.2228407","0.006385822","0","11","0","0","0","0"," 139.471324"
"73",NA,"0.006385822","0.2228407"," 133.528448"," 139.471324","1","0","0","0","0",NA,NA,"0",NA,NA," 3","13","1984","1984-03-13",NA,"1984-03-13","2",NA,"0.2228407","0.006385822","0","11","0","0","0","0"," 133.528448"
"74",NA,"0.006385822","0.2228407"," 134.764904"," 133.528448","1","0","0","0","0",NA,NA,"0",NA,NA," 3","14","1984","1984-03-14",NA,"1984-03-14","2",NA,"0.2228407","0.006385822","0","11","0","0","0","0"," 134.764904"
"75",NA,"0.006385822","0.2228407"," 151.450608"," 134.764904","1","0","0","0","0",NA,NA,"0",NA,NA," 3","15","1984","1984-03-15",NA,"1984-03-15","2",NA,"0.2228407","0.006385822","0","11","0","0","0","0"," 151.450608"
"76",NA,"0.006385822","0.2228407"," 179.304868"," 151.450608","1","0","0","0","0",NA,NA,"0",NA,NA," 3","16","1984","1984-03-16",NA,"1984-03-16","2",NA,"0.2228407","0.006385822","0","11","0","0","0","0"," 179.304868"
"77",NA,"0.006385822","0.2228407"," 188.798079"," 179.304868","1","0","0","0","0",NA,NA,"0",NA,NA," 3","17","1984","1984-03-17",NA,"1984-03-17","2",NA,"0.2228407","0.006385822","0","11","0","0","0","0"," 188.798079"
"78",NA,"0.006385822","0.2228407"," 178.358414"," 188.798079","1","0","0","0","0",NA,NA,"0",NA,NA," 3","18","1984","1984-03-18",NA,"1984-03-18","2",NA,"0.2228407","0.006385822","0","11","0","0","0","0"," 178.358414"
"79",NA,"0.006385822","0.2228407"," 166.993497"," 178.358414","1","0","0","0","0",NA,NA,"0",NA,NA," 3","19","1984","1984-03-19",NA,"1984-03-19","2",NA,"0.2228407","0.006385822","0","12","0","0","0","0"," 166.993497"
"80",NA,"0.006385822","0.2228407"," 154.516051"," 166.993497","1","0","0","0","0",NA,NA,"0",NA,NA," 3","20","1984","1984-03-20",NA,"1984-03-20","2",NA,"0.2228407","0.006385822","0","12","0","0","0","0"," 154.516051"
"81",NA,"0.006385822","0.2228407"," 145.037857"," 154.516051","1","0","0","0","0",NA,NA,"0",NA,NA," 3","21","1984","1984-03-21",NA,"1984-03-21","2",NA,"0.2228407","0.006385822","0","12","0","0","0","0"," 145.037857"
"82",NA,"0.006385822","0.2228407"," 164.074223"," 145.037857","1","0","0","0","0",NA,NA,"0",NA,NA," 3","22","1984","1984-03-22",NA,"1984-03-22","2",NA,"0.2228407","0.006385822","0","12","0","0","0","0"," 164.074223"
"83",NA,"0.006385822","0.2228407"," 231.215434"," 164.074223","1","0","0","0","0",NA,NA,"0",NA,NA," 3","23","1984","1984-03-23",NA,"1984-03-23","2",NA,"0.2228407","0.006385822","0","12","0","0","0","0"," 231.215434"
"84",NA,"0.006385822","0.2228407"," 295.903736"," 231.215434","1","0","0","0","0",NA,NA,"0",NA,NA," 3","24","1984","1984-03-24",NA,"1984-03-24","2",NA,"0.2228407","0.006385822","0","12","0","0","0","0"," 295.903736"
"85",NA,"0.006385822","0.2228407"," 269.774272"," 295.903736","1","0","0","0","0",NA,NA,"0",NA,NA," 3","25","1984","1984-03-25",NA,"1984-03-25","2",NA,"0.2228407","0.006385822","0","12","0","0","0","0"," 269.774272"
"86",NA,"0.006385822","0.2228407"," 230.630717"," 269.774272","1","0","0","0","0",NA,NA,"0",NA,NA," 3","26","1984","1984-03-26",NA,"1984-03-26","2",NA,"0.2228407","0.006385822","0","13","0","0","0","0"," 230.630717"
"87",NA,"0.006385822","0.2228407"," 212.297290"," 230.630717","1","0","0","0","0",NA,NA,"0",NA,NA," 3","27","1984","1984-03-27",NA,"1984-03-27","2",NA,"0.2228407","0.006385822","0","13","0","0","0","0"," 212.297290"
"88",NA,"0.006385822","0.2228407"," 230.012819"," 212.297290","1","0","0","0","0",NA,NA,"0",NA,NA," 3","28","1984","1984-03-28",NA,"1984-03-28","2",NA,"0.2228407","0.006385822","0","13","0","0","0","0"," 230.012819"
"89",NA,"0.006385822","0.2228407"," 268.775475"," 230.012819","1","0","0","0","0",NA,NA,"0",NA,NA," 3","29","1984","1984-03-29",NA,"1984-03-29","2",NA,"0.2228407","0.006385822","0","13","0","0","0","0"," 268.775475"
"90",NA,"0.006385822","0.2228407"," 292.146109"," 268.775475","1","0","0","0","0",NA,NA,"0",NA,NA," 3","30","1984","1984-03-30",NA,"1984-03-30","2",NA,"0.2228407","0.006385822","0","13","0","0","0","0"," 292.146109"
"91",NA,"0.006385822","0.2228407"," 473.605465"," 292.146109","1","0","0","0","0",NA,NA,"0",NA,NA," 3","31","1984","1984-03-31",NA,"1984-03-31","2",NA,"0.2228407","0.006385822","0","13","0","0","0","0"," 473.605465"
"92",NA,"0.006385822","0.2066300"," 633.103134"," 473.605465","1","0","0","0","0",NA,NA,"0",NA,NA," 4"," 1","1984","1984-04-01",NA,"1984-04-01","2",NA,"0.2066300","0.006385822","0","13","0","0","0","0"," 633.103134"
"93",NA,"0.044461169","0.2066300"," 511.356357"," 633.103134","1","0","0","0","0",NA,NA,"0",NA,NA," 4"," 2","1984","1984-04-02",NA,"1984-04-02","2",NA,"0.2066300","0.044461169","0","14","0","0","0","0"," 511.356357"
"94",NA,"0.044461169","0.2066300"," 385.046663"," 511.356357","1","0","0","0","0",NA,NA,"0",NA,NA," 4"," 3","1984","1984-04-03",NA,"1984-04-03","2",NA,"0.2066300","0.044461169","0","14","0","0","0","0"," 385.046663"
"95",NA,"0.044461169","0.2066300"," 296.393409"," 385.046663","1","0","0","0","0",NA,NA,"0",NA,NA," 4"," 4","1984","1984-04-04",NA,"1984-04-04","2",NA,"0.2066300","0.044461169","0","14","0","0","0","0"," 296.393409"
"96",NA,"0.044461169","0.2066300"," 253.647712"," 296.393409","1","0","0","0","0",NA,NA,"0",NA,NA," 4"," 5","1984","1984-04-05",NA,"1984-04-05","2",NA,"0.2066300","0.044461169","0","14","0","0","0","0"," 253.647712"
"97",NA,"0.044461169","0.2066300"," 254.020356"," 253.647712","1","0","0","0","0",NA,NA,"0",NA,NA," 4"," 6","1984","1984-04-06",NA,"1984-04-06","2",NA,"0.2066300","0.044461169","0","14","0","0","0","0"," 254.020356"
"98",NA,"0.044461169","0.2066300"," 337.938743"," 254.020356","1","0","0","0","0",NA,NA,"0",NA,NA," 4"," 7","1984","1984-04-07",NA,"1984-04-07","2",NA,"0.2066300","0.044461169","0","14","0","0","0","0"," 337.938743"
"99",NA,"0.044461169","0.2066300"," 458.192453"," 337.938743","1","0","0","0","0",NA,NA,"0",NA,NA," 4"," 8","1984","1984-04-08",NA,"1984-04-08","2",NA,"0.2066300","0.044461169","0","14","0","0","0","0"," 458.192453"
"100",NA,"0.044461169","0.2066300"," 412.156915"," 458.192453","1","0","0","0","0",NA,NA,"0",NA,NA," 4"," 9","1984","1984-04-09",NA,"1984-04-09","2",NA,"0.2066300","0.044461169","0","15","0","0","0","0"," 412.156915"
"101",NA,"0.044461169","0.2066300"," 339.932767"," 412.156915","1","0","0","0","0",NA,NA,"0",NA,NA," 4","10","1984","1984-04-10",NA,"1984-04-10","2",NA,"0.2066300","0.044461169","0","15","0","0","0","0"," 339.932767"
"102",NA,"0.044461169","0.2066300"," 319.948272"," 339.932767","1","0","0","0","0",NA,NA,"0",NA,NA," 4","11","1984","1984-04-11",NA,"1984-04-11","2",NA,"0.2066300","0.044461169","0","15","0","0","0","0"," 319.948272"
"103",NA,"0.044461169","0.2066300"," 432.958078"," 319.948272","1","0","0","0","0",NA,NA,"0",NA,NA," 4","12","1984","1984-04-12",NA,"1984-04-12","2",NA,"0.2066300","0.044461169","0","15","0","0","0","0"," 432.958078"
"104",NA,"0.044461169","0.2066300"," 562.205842"," 432.958078","1","0","0","0","0",NA,NA,"0",NA,NA," 4","13","1984","1984-04-13",NA,"1984-04-13","2",NA,"0.2066300","0.044461169","0","15","0","0","0","0"," 562.205842"
"105",NA,"0.044461169","0.2066300"," 480.043231"," 562.205842","1","0","0","0","0",NA,NA,"0",NA,NA," 4","14","1984","1984-04-14",NA,"1984-04-14","2",NA,"0.2066300","0.044461169","0","15","0","0","0","0"," 480.043231"
"106",NA,"0.044461169","0.2066300"," 398.739450"," 480.043231","1","0","0","0","0",NA,NA,"0",NA,NA," 4","15","1984","1984-04-15",NA,"1984-04-15","2",NA,"0.2066300","0.044461169","0","15","0","0","0","0"," 398.739450"
"107",NA,"0.044461169","0.2066300"," 370.095817"," 398.739450","1","0","0","0","0",NA,NA,"0",NA,NA," 4","16","1984","1984-04-16",NA,"1984-04-16","2",NA,"0.2066300","0.044461169","0","16","0","0","0","0"," 370.095817"
"108",NA,"0.044461169","0.2066300"," 415.822628"," 370.095817","1","0","0","0","0",NA,NA,"0",NA,NA," 4","17","1984","1984-04-17",NA,"1984-04-17","2",NA,"0.2066300","0.044461169","0","16","0","0","0","0"," 415.822628"
"109",NA,"0.044461169","0.2066300"," 566.915993"," 415.822628","1","0","0","0","0",NA,NA,"0",NA,NA," 4","18","1984","1984-04-18",NA,"1984-04-18","2",NA,"0.2066300","0.044461169","0","16","0","0","0","0"," 566.915993"
"110",NA,"0.044461169","0.2066300"," 619.041292"," 566.915993","1","0","0","0","0",NA,NA,"0",NA,NA," 4","19","1984","1984-04-19",NA,"1984-04-19","2",NA,"0.2066300","0.044461169","0","16","0","0","0","0"," 619.041292"
