"","USGS Gage","Model","Pct. Error"
"Jan. Low Flow",612,480,-21.6
"Feb. Low Flow",840,837,-0.357
"Mar. Low Flow",731,917,25.4
"Apr. Low Flow",1040,1040,0
"May Low Flow",1500,1750,16.7
"Jun. Low Flow",1460,1730,18.5
"Jul. Low Flow",1470,1530,4.08
"Aug. Low Flow",1210,1110,-8.26
"Sep. Low Flow",1100,987,-10.3
"Oct. Low Flow",653,672,2.91
"Nov. Low Flow",569,659,15.8
"Dec. Low Flow",506,514,1.58
