"","Model"
"Jan. Low Flow",92.8
"Feb. Low Flow",157
"Mar. Low Flow",207
"Apr. Low Flow",281
"May Low Flow",326
"Jun. Low Flow",431
"Jul. Low Flow",314
"Aug. Low Flow",221
"Sep. Low Flow",193
"Oct. Low Flow",129
"Nov. Low Flow",127
"Dec. Low Flow",98.1
