"","Model"
"Min. 1 Day Min",15.9
"Med. 1 Day Min",54.1
"Min. 3 Day Min",16.2
"Med. 3 Day Min",57.4
"Min. 7 Day Min",18
"Med. 7 Day Min",63.3
"Min. 30 Day Min",36.5
"Med. 30 Day Min",75.5
"Min. 90 Day Min",102
"Med. 90 Day Min",168
"7Q10",27.4
"Year of 90-Day Low Flow",1988
"Drought Year Mean",232.774249574169
"Mean Baseflow",294
