"","Model"
"Jan. High Flow",672
"Feb. High Flow",1120
"Mar. High Flow",904
"Apr. High Flow",1820
"May High Flow",1470
"Jun. High Flow",2830
"Jul. High Flow",1540
"Aug. High Flow",1470
"Sep. High Flow",886
"Oct. High Flow",688
"Nov. High Flow",639
"Dec. High Flow",536
