"","Model"
"Overall Mean Flow",523
"Jan. Mean Flow",655
"Feb. Mean Flow",791
"Mar. Mean Flow",890
"Apr. Mean Flow",777
"May Mean Flow",600
"Jun. Mean Flow",492
"Jul. Mean Flow",323
"Aug. Mean Flow",247
"Sep. Mean Flow",396
"Oct. Mean Flow",269
"Nov. Mean Flow",429
"Dec. Mean Flow",428
