"","Model"
"Min. 1 Day Min",0.826
"Med. 1 Day Min",45.3
"Min. 3 Day Min",5.06
"Med. 3 Day Min",49.5
"Min. 7 Day Min",7.15
"Med. 7 Day Min",54.9
"Min. 30 Day Min",10.6
"Med. 30 Day Min",90.7
"Min. 90 Day Min",46.8
"Med. 90 Day Min",158
"7Q10",17.7
"Year of 90-Day Low Flow",2002
"Drought Year Mean",104.88936004088
"Mean Baseflow",270
