"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",1790,719,796,786,826,921,852,889,1020,820,746,782,759,2010,2350,2730,2670,2000,1670,1260,1190,1560,1210,1400,1490,142,513,186,570,411,693,420,751,449,863,482,2002,246,464,1030,5260,13000,518,930,1060,1550,2480,5660,5590,8290,5700,3580,2470,2570,2210,1230,46700,16800,32300,15300,21400,9860,11100,4180,6320,3020,582.830136986301
"Model",1890,449,503,898,1090,1580,1500,958,774,734,520,488,466,2370,2840,3420,2850,1960,1670,1040,907,1500,1160,1450,1650,83.2,272,83.7,283,85,307,97.5,359,142,558,109,2002,114,279,1060,5500,14100,301,1090,697,2880,3050,5520,4540,9530,7100,3920,2100,1450,911,757,81300,25600,40200,19200,21900,11000,11200,4760,7030,3420,427.773122586089
"Pct. Error",-5.59,37.6,36.8,-14.2,-32,-71.6,-76.1,-7.76,24.1,10.5,30.3,37.6,38.6,-17.9,-20.9,-25.3,-6.74,2,0,17.5,23.8,3.85,4.13,-3.57,-10.7,41.4,47,55,50.4,79.3,55.7,76.8,52.2,68.4,35.3,77.4,0,53.7,39.9,-2.91,-4.56,-8.46,41.9,-17.2,34.2,-85.8,-23,2.47,18.8,-15,-24.6,-9.5,15,43.6,58.8,38.5,-74.1,-52.4,-24.5,-25.5,-2.34,-11.6,-0.901,-13.9,-11.2,-13.2,26.6
