"hydroid","Well","Date","Value","Parameter","varkey"
"58884","FROM ROANOKE RIVER","2015/08/01","15.84","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2015/08/01","0.510967741935484","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2015/07/01","87.27","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2015/07/01","2.81516129032258","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2015/06/01","220.62","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2015/06/01","7.354","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2015/05/01","8.32935483870968","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2015/05/01","258.21","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2015/04/01","196.63","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2015/04/01","6.55433333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2015/03/01","8.74903225806452","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2015/03/01","271.22","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2015/02/01","201.72","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2015/02/01","7.20428571428571","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2015/01/01","2,733.36","Withdrawal in MGY","wd_mgy"
"58884","FROM ROANOKE RIVER","2015/01/01","305.58","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2015/01/01","9.85741935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/12/01","319.33","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/12/01","10.3009677419355","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/11/01","8.49633333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/11/01","254.89","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/10/01","400.38","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/10/01","12.9154838709677","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/09/01","123.97","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/09/01","4.13233333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/08/01","12.0151612903226","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/08/01","372.47","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/07/01","0.901935483870968","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/07/01","27.96","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/06/01","204.47","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/06/01","6.81566666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/05/01","253.88","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/05/01","8.18967741935484","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/04/01","12.4246666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/04/01","372.74","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/03/01","216.77","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/03/01","6.99258064516129","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/02/01","280.08","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/02/01","10.0028571428571","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2014/01/01","3,217.32","Withdrawal in MGY","wd_mgy"
"58884","FROM ROANOKE RIVER","2014/01/01","390.38","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2014/01/01","12.5929032258065","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/12/01","25.0683870967742","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/12/01","777.12","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/11/01","152.33","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/11/01","5.07766666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/10/01","3.58129032258064","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/10/01","111.02","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/09/01","3.06633333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/09/01","91.99","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/08/01","359.66","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/08/01","11.601935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/07/01","8.30096774193548","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/07/01","257.33","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/06/01","338.16","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/06/01","11.272","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/05/01","9.21612903225806","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/05/01","285.7","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/04/01","357.47","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/04/01","11.9156666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/03/01","17.2816129032258","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/03/01","535.73","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/02/01","1,111.53","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/02/01","39.6975","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2013/01/01","4,767.46","Withdrawal in MGY","wd_mgy"
"58884","FROM ROANOKE RIVER","2013/01/01","389.42","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2013/01/01","12.561935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/12/01","38.26","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/12/01","1.2341935483871","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/11/01","0","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/11/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/10/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/10/01","0","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/09/01","1.12766666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/09/01","33.83","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/08/01","0.641612903225806","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/08/01","19.89","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/07/01","7.86","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/07/01","0.253548387096774","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/06/01","6.47","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/06/01","194.1","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/05/01","457.26","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/05/01","14.7503225806452","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/04/01","11.0693333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/04/01","332.08","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/03/01","11.6806451612903","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/03/01","362.1","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/02/01","347.43","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/02/01","11.9803448275862","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/01/01","408.28","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2012/01/01","13.1703225806452","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2012/01/01","2,201.09","Withdrawal in MGY","wd_mgy"
"58884","FROM ROANOKE RIVER","2011/12/01","21.5661290322581","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2011/12/01","668.55","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/11/01","605.46","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/11/01","20.182","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2011/10/01","5.18645161290323","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2011/10/01","160.78","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/09/01","152.36","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/09/01","5.07866666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2011/08/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2011/08/01","0","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/07/01","53.46","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/07/01","1.72451612903226","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2011/06/01","12.2793333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2011/06/01","368.38","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/05/01","8.57064516129032","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2011/05/01","265.69","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/04/01","325.4","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/04/01","10.8466666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2011/03/01","38.5067741935484","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2011/03/01","1,193.71","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/02/01","13.7796428571429","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2011/02/01","385.83","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/01/01","226.21","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2011/01/01","4,405.83","Withdrawal in MGY","wd_mgy"
"58884","FROM ROANOKE RIVER","2011/01/01","7.29709677419355","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/12/01","362.3","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/12/01","11.6870967741935","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/11/01","4.933","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/11/01","147.99","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/10/01","5.32677419354839","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/10/01","165.13","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/09/01","110.76","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/09/01","3.692","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/08/01","259.33","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/08/01","8.36548387096774","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/07/01","0.299032258064516","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/07/01","9.27","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/06/01","275.73","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/06/01","9.191","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/05/01","318.8","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/05/01","10.2838709677419","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/04/01","402.78","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/04/01","13.426","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/03/01","9.91483870967742","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/03/01","307.36","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/02/01","349.2","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/02/01","12.4714285714286","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2010/01/01","3,019.27","Withdrawal in MGY","wd_mgy"
"58884","FROM ROANOKE RIVER","2010/01/01","310.62","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2010/01/01","10.02","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/12/01","10.9267741935484","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/12/01","338.73","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2009/11/01","28.3436666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/11/01","850.31","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2009/10/01","3.54483870967742","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/10/01","109.89","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2009/09/01","1.723","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/09/01","51.69","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2009/08/01","6.87129032258064","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/08/01","213.01","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2009/07/01","233.2","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2009/07/01","7.52258064516129","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/06/01","403.32","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2009/06/01","13.444","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/05/01","229.07","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2009/05/01","7.38935483870968","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/04/01","36.6346666666667","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/04/01","1,099.04","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2009/03/01","1,313.96","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2009/03/01","42.3858064516129","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/02/01","31.96","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2009/02/01","1.14142857142857","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/01/01","5,317.78","Withdrawal in MGY","wd_mgy"
"58884","FROM ROANOKE RIVER","2009/01/01","14.3096774193548","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2009/01/01","443.6","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2008/12/01","196.82","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2008/12/01","6.34903225806452","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2008/11/01","0","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2008/11/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2008/10/01","0","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2008/10/01","0","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2008/09/01","1.553","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2008/09/01","46.59","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2008/08/01","1.4558064516129","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2008/08/01","45.13","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2008/07/01","0.110967741935484","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2008/07/01","3.44","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2008/06/01","13.15","Monthly withdrawal in millions of gallons","wd_mgm"
"58884","FROM ROANOKE RIVER","2008/06/01","0.438333333333333","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2008/05/01","23.6645161290323","Water withdrawal in Million gallons Per Day","wl_mgd"
"58884","FROM ROANOKE RIVER","2008/05/01","733.6","Monthly withdrawal in millions of gallons","wd_mgm"
