"","Model"
"Jan. Low Flow",5.98
"Feb. Low Flow",20.5
"Mar. Low Flow",24.8
"Apr. Low Flow",43.2
"May Low Flow",75.4
"Jun. Low Flow",65.5
"Jul. Low Flow",40
"Aug. Low Flow",22.1
"Sep. Low Flow",13.2
"Oct. Low Flow",6.19
"Nov. Low Flow",8.29
"Dec. Low Flow",6.24
