"","Model"
"1% Non-Exceedance",1.66
"5% Non-Exceedance",4.97
"50% Non-Exceedance",53.3
"95% Non-Exceedance",381
"99% Non-Exceedance",1170
"Sept. 10% Non-Exceedance",4.61
