"","Model"
"Min. 1 Day Min",93.8
"Med. 1 Day Min",340
"Min. 3 Day Min",94.5
"Med. 3 Day Min",349
"Min. 7 Day Min",96.3
"Med. 7 Day Min",376
"Min. 30 Day Min",118
"Med. 30 Day Min",501
"Min. 90 Day Min",203
"Med. 90 Day Min",742
"7Q10",141
"Year of 90-Day Low Flow",2002
"Drought Year Mean",573.056261456812
"Mean Baseflow",1480
