"","Model"
"Overall Mean Flow",97.1
"Jan. Mean Flow",130
"Feb. Mean Flow",169
"Mar. Mean Flow",176
"Apr. Mean Flow",131
"May Mean Flow",96.3
"Jun. Mean Flow",75.8
"Jul. Mean Flow",55.2
"Aug. Mean Flow",54.8
"Sep. Mean Flow",48.9
"Oct. Mean Flow",51.6
"Nov. Mean Flow",76.8
"Dec. Mean Flow",105
