"","Model"
"Min. 1 Day Min",2.27
"Med. 1 Day Min",10.1
"Min. 3 Day Min",2.34
"Med. 3 Day Min",10.7
"Min. 7 Day Min",2.64
"Med. 7 Day Min",12.4
"Min. 30 Day Min",5.91
"Med. 30 Day Min",16.1
"Min. 90 Day Min",19.6
"Med. 90 Day Min",32.4
"7Q10",3.7
"Year of 90-Day Low Flow",1988
"Drought Year Mean",49.0260678783387
"Mean Baseflow",54.8
