"","Model"
"Min. 1 Day Min",3.21
"Med. 1 Day Min",8.31
"Min. 3 Day Min",3.33
"Med. 3 Day Min",8.53
"Min. 7 Day Min",3.65
"Med. 7 Day Min",9.38
"Min. 30 Day Min",4.42
"Med. 30 Day Min",13.4
"Min. 90 Day Min",7.95
"Med. 90 Day Min",22
"7Q10",4.43
"Year of 90-Day Low Flow",2002
"Drought Year Mean",35.6136970831875
"Mean Baseflow",44.6
