"","Model"
"Jan. Low Flow",32
"Feb. Low Flow",77.6
"Mar. Low Flow",104
"Apr. Low Flow",178
"May Low Flow",210
"Jun. Low Flow",274
"Jul. Low Flow",185
"Aug. Low Flow",102
"Sep. Low Flow",45.3
"Oct. Low Flow",19.5
"Nov. Low Flow",26
"Dec. Low Flow",21.3
