"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",29.3,30.8,-5.12
"5% Non-Exceedance",56,59.4,-6.07
"50% Non-Exceedance",751,697,7.19
"95% Non-Exceedance",5000,4700,6
"99% Non-Exceedance",9160,11600,-26.6
"Sept. 10% Non-Exceedance",42.5,54.6,-28.5
