"","name","description","componentid","subshedid","dt","month","day","year","thisdate","time","timestamp","run_mode","season","area_sqmi","wd_upstream_mgd","ps_upstream_mgd","Qreach","Qlake","imp_off","wd_mgd","ps_mgd","ps_trib_mgd","wd_trib_mgd","Qup","ps_cumulative_mgd","wd_cumulative_mgd","flow_mode","week","Listen.on.Parent","Send.to.Children","Send.to.Parent","Listen.to.Children","Qout"
"560",NA,NA,"0",NA,NA," 7","13","1985","1985-07-13",NA,"1985-07-13","2",NA,"255.3879","0","0","  63.352579","  67.021128","1","3.055628e-01","0.1625580","0","0","  30.8023079","0.1625580","0.305562754","0","28","0","0","0","0","  63.352579"
"561",NA,NA,"0",NA,NA," 7","14","1985","1985-07-14",NA,"1985-07-14","2",NA,"255.3879","0","0","  60.524893","  63.352579","1","3.055628e-01","0.1625580","0","0","  29.5675893","0.1625580","0.305562754","0","28","0","0","0","0","  60.524893"
"562",NA,NA,"0",NA,NA," 7","15","1985","1985-07-15",NA,"1985-07-15","2",NA,"255.3879","0","0","  59.580604","  60.524893","1","3.055628e-01","0.1625580","0","0","  28.7888345","0.1625580","0.305562754","0","29","0","0","0","0","  59.580604"
"563",NA,NA,"0",NA,NA," 7","16","1985","1985-07-16",NA,"1985-07-16","2",NA,"255.3879","0","0","  55.931877","  59.580604","1","3.055628e-01","0.1625580","0","0","  27.5583742","0.1625580","0.305562754","0","29","0","0","0","0","  55.931877"
"564",NA,NA,"0",NA,NA," 7","17","1985","1985-07-17",NA,"1985-07-17","2",NA,"255.3879","0","0","  52.173637","  55.931877","1","3.055628e-01","0.1625580","0","0","  26.6778049","0.1625580","0.305562754","0","29","0","0","0","0","  52.173637"
"565",NA,NA,"0",NA,NA," 7","18","1985","1985-07-18",NA,"1985-07-18","2",NA,"255.3879","0","0","  49.602823","  52.173637","1","3.055628e-01","0.1625580","0","0","  25.8767781","0.1625580","0.305562754","0","29","0","0","0","0","  49.602823"
"566",NA,NA,"0",NA,NA," 7","19","1985","1985-07-19",NA,"1985-07-19","2",NA,"255.3879","0","0","  46.925923","  49.602823","1","3.055628e-01","0.1625580","0","0","  24.4456052","0.1625580","0.305562754","0","29","0","0","0","0","  46.925923"
"567",NA,NA,"0",NA,NA," 7","20","1985","1985-07-20",NA,"1985-07-20","2",NA,"255.3879","0","0","  43.812122","  46.925923","1","3.055628e-01","0.1625580","0","0","  22.9022911","0.1625580","0.305562754","0","29","0","0","0","0","  43.812122"
"568",NA,NA,"0",NA,NA," 7","21","1985","1985-07-21",NA,"1985-07-21","2",NA,"255.3879","0","0","  40.308499","  43.812122","1","3.055628e-01","0.1625580","0","0","  21.3635244","0.1625580","0.305562754","0","29","0","0","0","0","  40.308499"
"569",NA,NA,"0",NA,NA," 7","22","1985","1985-07-22",NA,"1985-07-22","2",NA,"255.3879","0","0","  36.670325","  40.308499","1","3.055628e-01","0.1625580","0","0","  19.8196476","0.1625580","0.305562754","0","30","0","0","0","0","  36.670325"
"570",NA,NA,"0",NA,NA," 7","23","1985","1985-07-23",NA,"1985-07-23","2",NA,"255.3879","0","0","  37.240773","  36.670325","1","3.055628e-01","0.1625580","0","0","  19.3114042","0.1625580","0.305562754","0","30","0","0","0","0","  37.240773"
"571",NA,NA,"0",NA,NA," 7","24","1985","1985-07-24",NA,"1985-07-24","2",NA,"255.3879","0","0","  35.963385","  37.240773","1","3.055628e-01","0.1625580","0","0","  18.9005079","0.1625580","0.305562754","0","30","0","0","0","0","  35.963385"
"572",NA,NA,"0",NA,NA," 7","25","1985","1985-07-25",NA,"1985-07-25","2",NA,"255.3879","0","0","  31.297365","  35.963385","1","3.055628e-01","0.1625580","0","0","  17.6769212","0.1625580","0.305562754","0","30","0","0","0","0","  31.297365"
"573",NA,NA,"0",NA,NA," 7","26","1985","1985-07-26",NA,"1985-07-26","2",NA,"255.3879","0","0","  35.829399","  31.297365","1","3.055628e-01","0.1625580","0","0","  19.6181460","0.1625580","0.305562754","0","30","0","0","0","0","  35.829399"
"574",NA,NA,"0",NA,NA," 7","27","1985","1985-07-27",NA,"1985-07-27","2",NA,"255.3879","0","0","  52.544152","  35.829399","1","3.055628e-01","0.1625580","0","0","  26.6923172","0.1625580","0.305562754","0","30","0","0","0","0","  52.544152"
"575",NA,NA,"0",NA,NA," 7","28","1985","1985-07-28",NA,"1985-07-28","2",NA,"255.3879","0","0","  66.344815","  52.544152","1","3.055628e-01","0.1625580","0","0","  36.4575464","0.1625580","0.305562754","0","30","0","0","0","0","  66.344815"
"576",NA,NA,"0",NA,NA," 7","29","1985","1985-07-29",NA,"1985-07-29","2",NA,"255.3879","0","0","  69.361143","  66.344815","1","3.055628e-01","0.1625580","0","0","  39.7543260","0.1625580","0.305562754","0","31","0","0","0","0","  69.361143"
"577",NA,NA,"0",NA,NA," 7","30","1985","1985-07-30",NA,"1985-07-30","2",NA,"255.3879","0","0","  77.850536","  69.361143","1","3.055628e-01","0.1625580","0","0","  40.8839729","0.1625580","0.305562754","0","31","0","0","0","0","  77.850536"
"578",NA,NA,"0",NA,NA," 7","31","1985","1985-07-31",NA,"1985-07-31","2",NA,"255.3879","0","0","  77.759203","  77.850536","1","3.055628e-01","0.1625580","0","0","  40.9175822","0.1625580","0.305562754","0","31","0","0","0","0","  77.759203"
"579",NA,NA,"0",NA,NA," 8"," 1","1985","1985-08-01",NA,"1985-08-01","2",NA,"255.3879","0","0","  74.677775","  77.759203","1","3.055628e-01","0.1771423","0","0","  37.4869985","0.1771423","0.305562754","0","31","0","0","0","0","  74.677775"
"580",NA,NA,"0",NA,NA," 8"," 2","1985","1985-08-02",NA,"1985-08-02","2",NA,"255.3879","0","0","  76.008792","  74.677775","1","3.046068e-01","0.1771423","0","0","  37.2499722","0.1771423","0.304606763","0","31","0","0","0","0","  76.008792"
"581",NA,NA,"0",NA,NA," 8"," 3","1985","1985-08-03",NA,"1985-08-03","2",NA,"255.3879","0","0","  81.326171","  76.008792","1","3.046068e-01","0.1771423","0","0","  40.4862777","0.1771423","0.304606763","0","31","0","0","0","0","  81.326171"
"582",NA,NA,"0",NA,NA," 8"," 4","1985","1985-08-04",NA,"1985-08-04","2",NA,"255.3879","0","0","  82.900967","  81.326171","1","3.046068e-01","0.1771423","0","0","  42.1464608","0.1771423","0.304606763","0","31","0","0","0","0","  82.900967"
"583",NA,NA,"0",NA,NA," 8"," 5","1985","1985-08-05",NA,"1985-08-05","2",NA,"255.3879","0","0","  74.839948","  82.900967","1","3.046068e-01","0.1771423","0","0","  39.1093640","0.1771423","0.304606763","0","32","0","0","0","0","  74.839948"
"584",NA,NA,"0",NA,NA," 8"," 6","1985","1985-08-06",NA,"1985-08-06","2",NA,"255.3879","0","0","  70.931942","  74.839948","1","3.046068e-01","0.1771423","0","0","  36.3845075","0.1771423","0.304606763","0","32","0","0","0","0","  70.931942"
"585",NA,NA,"0",NA,NA," 8"," 7","1985","1985-08-07",NA,"1985-08-07","2",NA,"255.3879","0","0","  65.401267","  70.931942","1","3.046068e-01","0.1771423","0","0","  34.1794211","0.1771423","0.304606763","0","32","0","0","0","0","  65.401267"
"586",NA,NA,"0",NA,NA," 8"," 8","1985","1985-08-08",NA,"1985-08-08","2",NA,"255.3879","0","0","  61.061561","  65.401267","1","3.046068e-01","0.1771423","0","0","  32.4306014","0.1771423","0.304606763","0","32","0","0","0","0","  61.061561"
"587",NA,NA,"0",NA,NA," 8"," 9","1985","1985-08-09",NA,"1985-08-09","2",NA,"255.3879","0","0","  60.422190","  61.061561","1","3.046068e-01","0.1771423","0","0","  32.3150979","0.1771423","0.304606763","0","32","0","0","0","0","  60.422190"
"588",NA,NA,"0",NA,NA," 8","10","1985","1985-08-10",NA,"1985-08-10","2",NA,"255.3879","0","0","  58.432838","  60.422190","1","3.046068e-01","0.1771423","0","0","  31.9118669","0.1771423","0.304606763","0","32","0","0","0","0","  58.432838"
"589",NA,NA,"0",NA,NA," 8","11","1985","1985-08-11",NA,"1985-08-11","2",NA,"255.3879","0","0","  54.408386","  58.432838","1","3.046068e-01","0.1771423","0","0","  30.1081013","0.1771423","0.304606763","0","32","0","0","0","0","  54.408386"
"590",NA,NA,"0",NA,NA," 8","12","1985","1985-08-12",NA,"1985-08-12","2",NA,"255.3879","0","0","  51.675541","  54.408386","1","3.046068e-01","0.1771423","0","0","  28.4813954","0.1771423","0.304606763","0","33","0","0","0","0","  51.675541"
"591",NA,NA,"0",NA,NA," 8","13","1985","1985-08-13",NA,"1985-08-13","2",NA,"255.3879","0","0","  48.037898","  51.675541","1","3.046068e-01","0.1771423","0","0","  26.7925851","0.1771423","0.304606763","0","33","0","0","0","0","  48.037898"
"592",NA,NA,"0",NA,NA," 8","14","1985","1985-08-14",NA,"1985-08-14","2",NA,"255.3879","0","0","  44.482760","  48.037898","1","3.046068e-01","0.1771423","0","0","  25.1648918","0.1771423","0.304606763","0","33","0","0","0","0","  44.482760"
"593",NA,NA,"0",NA,NA," 8","15","1985","1985-08-15",NA,"1985-08-15","2",NA,"255.3879","0","0","  41.023213","  44.482760","1","3.046068e-01","0.1771423","0","0","  23.6120418","0.1771423","0.304606763","0","33","0","0","0","0","  41.023213"
"594",NA,NA,"0",NA,NA," 8","16","1985","1985-08-16",NA,"1985-08-16","2",NA,"255.3879","0","0","  37.634671","  41.023213","1","3.046068e-01","0.1771423","0","0","  22.0941614","0.1771423","0.304606763","0","33","0","0","0","0","  37.634671"
"595",NA,NA,"0",NA,NA," 8","17","1985","1985-08-17",NA,"1985-08-17","2",NA,"255.3879","0","0","  35.926682","  37.634671","1","3.046068e-01","0.1771423","0","0","  21.0034816","0.1771423","0.304606763","0","33","0","0","0","0","  35.926682"
"596",NA,NA,"0",NA,NA," 8","18","1985","1985-08-18",NA,"1985-08-18","2",NA,"255.3879","0","0","  49.701291","  35.926682","1","3.046068e-01","0.1771423","0","0","  25.3360545","0.1771423","0.304606763","0","33","0","0","0","0","  49.701291"
"597",NA,NA,"0",NA,NA," 8","19","1985","1985-08-19",NA,"1985-08-19","2",NA,"255.3879","0","0"," 602.985128","  49.701291","1","3.046068e-01","0.1771423","0","0"," 457.9134860","0.1771423","0.304606763","0","34","0","0","0","0"," 602.985128"
"598",NA,NA,"0",NA,NA," 8","20","1985","1985-08-20",NA,"1985-08-20","2",NA,"255.3879","0","0"," 953.322307"," 602.985128","1","3.046068e-01","0.1771423","0","0"," 563.4544572","0.1771423","0.304606763","0","34","0","0","0","0"," 953.322307"
"599",NA,NA,"0",NA,NA," 8","21","1985","1985-08-21",NA,"1985-08-21","2",NA,"255.3879","0","0"," 692.823016"," 953.322307","1","3.046068e-01","0.1771423","0","0"," 168.7890178","0.1771423","0.304606763","0","34","0","0","0","0"," 692.823016"
"600",NA,NA,"0",NA,NA," 8","22","1985","1985-08-22",NA,"1985-08-22","2",NA,"255.3879","0","0"," 505.773640"," 692.823016","1","3.046068e-01","0.1771423","0","0"," 165.1765060","0.1771423","0.304606763","0","34","0","0","0","0"," 505.773640"
"601",NA,NA,"0",NA,NA," 8","23","1985","1985-08-23",NA,"1985-08-23","2",NA,"255.3879","0","0"," 264.127126"," 505.773640","1","3.046068e-01","0.1771423","0","0"," 123.9751480","0.1771423","0.304606763","0","34","0","0","0","0"," 264.127126"
"602",NA,NA,"0",NA,NA," 8","24","1985","1985-08-24",NA,"1985-08-24","2",NA,"255.3879","0","0"," 248.354149"," 264.127126","1","3.046068e-01","0.1771423","0","0"," 102.9891804","0.1771423","0.304606763","0","34","0","0","0","0"," 248.354149"
"603",NA,NA,"0",NA,NA," 8","25","1985","1985-08-25",NA,"1985-08-25","2",NA,"255.3879","0","0"," 191.635298"," 248.354149","1","3.046068e-01","0.1771423","0","0","  88.0882250","0.1771423","0.304606763","0","34","0","0","0","0"," 191.635298"
"604",NA,NA,"0",NA,NA," 8","26","1985","1985-08-26",NA,"1985-08-26","2",NA,"255.3879","0","0"," 189.841898"," 191.635298","1","3.046068e-01","0.1771423","0","0","  88.8233450","0.1771423","0.304606763","0","35","0","0","0","0"," 189.841898"
"605",NA,NA,"0",NA,NA," 8","27","1985","1985-08-27",NA,"1985-08-27","2",NA,"255.3879","0","0"," 219.178026"," 189.841898","1","3.046068e-01","0.1771423","0","0"," 101.0956474","0.1771423","0.304606763","0","35","0","0","0","0"," 219.178026"
"606",NA,NA,"0",NA,NA," 8","28","1985","1985-08-28",NA,"1985-08-28","2",NA,"255.3879","0","0"," 248.870161"," 219.178026","1","3.046068e-01","0.1771423","0","0"," 125.3886399","0.1771423","0.304606763","0","35","0","0","0","0"," 248.870161"
"607",NA,NA,"0",NA,NA," 8","29","1985","1985-08-29",NA,"1985-08-29","2",NA,"255.3879","0","0"," 246.501434"," 248.870161","1","3.046068e-01","0.1771423","0","0"," 123.4415648","0.1771423","0.304606763","0","35","0","0","0","0"," 246.501434"
"608",NA,NA,"0",NA,NA," 8","30","1985","1985-08-30",NA,"1985-08-30","2",NA,"255.3879","0","0"," 227.793126"," 246.501434","1","3.046068e-01","0.1771423","0","0","  98.7838049","0.1771423","0.304606763","0","35","0","0","0","0"," 227.793126"
"609",NA,NA,"0",NA,NA," 8","31","1985","1985-08-31",NA,"1985-08-31","2",NA,"255.3879","0","0"," 200.756522"," 227.793126","1","3.046068e-01","0.1771423","0","0","  89.6877453","0.1771423","0.304606763","0","35","0","0","0","0"," 200.756522"
"610",NA,NA,"0",NA,NA," 9"," 1","1985","1985-09-01",NA,"1985-09-01","2",NA,"255.3879","0","0"," 177.381935"," 200.756522","1","3.046068e-01","0.1617097","0","0","  83.9535421","0.1617097","0.304606763","0","35","0","0","0","0"," 177.381935"
"611",NA,NA,"0",NA,NA," 9"," 2","1985","1985-09-02",NA,"1985-09-02","2",NA,"255.3879","0","0"," 167.199287"," 177.381935","1","2.677529e-01","0.1617097","0","0","  79.9215121","0.1617097","0.267752908","0","36","0","0","0","0"," 167.199287"
"612",NA,NA,"0",NA,NA," 9"," 3","1985","1985-09-03",NA,"1985-09-03","2",NA,"255.3879","0","0"," 158.812889"," 167.199287","1","2.677529e-01","0.1617097","0","0","  76.5320341","0.1617097","0.267752908","0","36","0","0","0","0"," 158.812889"
"613",NA,NA,"0",NA,NA," 9"," 4","1985","1985-09-04",NA,"1985-09-04","2",NA,"255.3879","0","0"," 151.986777"," 158.812889","1","2.677529e-01","0.1617097","0","0","  73.4163813","0.1617097","0.267752908","0","36","0","0","0","0"," 151.986777"
"614",NA,NA,"0",NA,NA," 9"," 5","1985","1985-09-05",NA,"1985-09-05","2",NA,"255.3879","0","0"," 145.726427"," 151.986777","1","2.677529e-01","0.1617097","0","0","  70.4629370","0.1617097","0.267752908","0","36","0","0","0","0"," 145.726427"
"615",NA,NA,"0",NA,NA," 9"," 6","1985","1985-09-06",NA,"1985-09-06","2",NA,"255.3879","0","0"," 139.773961"," 145.726427","1","2.677529e-01","0.1617097","0","0","  67.6082102","0.1617097","0.267752908","0","36","0","0","0","0"," 139.773961"
"616",NA,NA,"0",NA,NA," 9"," 7","1985","1985-09-07",NA,"1985-09-07","2",NA,"255.3879","0","0"," 134.062510"," 139.773961","1","2.677529e-01","0.1617097","0","0","  64.8582212","0.1617097","0.267752908","0","36","0","0","0","0"," 134.062510"
"617",NA,NA,"0",NA,NA," 9"," 8","1985","1985-09-08",NA,"1985-09-08","2",NA,"255.3879","0","0"," 128.546896"," 134.062510","1","2.677529e-01","0.1617097","0","0","  62.2135541","0.1617097","0.267752908","0","36","0","0","0","0"," 128.546896"
"618",NA,NA,"0",NA,NA," 9"," 9","1985","1985-09-09",NA,"1985-09-09","2",NA,"255.3879","0","0"," 123.176469"," 128.546896","1","2.677529e-01","0.1617097","0","0","  59.8449368","0.1617097","0.267752908","0","37","0","0","0","0"," 123.176469"
"619",NA,NA,"0",NA,NA," 9","10","1985","1985-09-10",NA,"1985-09-10","2",NA,"255.3879","0","0"," 118.153836"," 123.176469","1","2.677529e-01","0.1617097","0","0","  57.5418704","0.1617097","0.267752908","0","37","0","0","0","0"," 118.153836"
"620",NA,NA,"0",NA,NA," 9","11","1985","1985-09-11",NA,"1985-09-11","2",NA,"255.3879","0","0"," 113.383702"," 118.153836","1","2.677529e-01","0.1617097","0","0","  55.1337139","0.1617097","0.267752908","0","37","0","0","0","0"," 113.383702"
"621",NA,NA,"0",NA,NA," 9","12","1985","1985-09-12",NA,"1985-09-12","2",NA,"255.3879","0","0"," 108.669185"," 113.383702","1","2.677529e-01","0.1617097","0","0","  53.0861475","0.1617097","0.267752908","0","37","0","0","0","0"," 108.669185"
"622",NA,NA,"0",NA,NA," 9","13","1985","1985-09-13",NA,"1985-09-13","2",NA,"255.3879","0","0"," 109.662513"," 108.669185","1","2.677529e-01","0.1617097","0","0","  53.7511407","0.1617097","0.267752908","0","37","0","0","0","0"," 109.662513"
"623",NA,NA,"0",NA,NA," 9","14","1985","1985-09-14",NA,"1985-09-14","2",NA,"255.3879","0","0"," 108.404331"," 109.662513","1","2.677529e-01","0.1617097","0","0","  53.1987465","0.1617097","0.267752908","0","37","0","0","0","0"," 108.404331"
"624",NA,NA,"0",NA,NA," 9","15","1985","1985-09-15",NA,"1985-09-15","2",NA,"255.3879","0","0"," 102.993737"," 108.404331","1","2.677529e-01","0.1617097","0","0","  50.1052149","0.1617097","0.267752908","0","37","0","0","0","0"," 102.993737"
"625",NA,NA,"0",NA,NA," 9","16","1985","1985-09-16",NA,"1985-09-16","2",NA,"255.3879","0","0","  99.471283"," 102.993737","1","2.677529e-01","0.1617097","0","0","  48.1020562","0.1617097","0.267752908","0","38","0","0","0","0","  99.471283"
"626",NA,NA,"0",NA,NA," 9","17","1985","1985-09-17",NA,"1985-09-17","2",NA,"255.3879","0","0","  94.932676","  99.471283","1","2.677529e-01","0.1617097","0","0","  46.1534911","0.1617097","0.267752908","0","38","0","0","0","0","  94.932676"
"627",NA,NA,"0",NA,NA," 9","18","1985","1985-09-18",NA,"1985-09-18","2",NA,"255.3879","0","0","  91.109378","  94.932676","1","2.677529e-01","0.1617097","0","0","  44.2682943","0.1617097","0.267752908","0","38","0","0","0","0","  91.109378"
"628",NA,NA,"0",NA,NA," 9","19","1985","1985-09-19",NA,"1985-09-19","2",NA,"255.3879","0","0","  87.333255","  91.109378","1","2.677529e-01","0.1617097","0","0","  42.4441806","0.1617097","0.267752908","0","38","0","0","0","0","  87.333255"
"629",NA,NA,"0",NA,NA," 9","20","1985","1985-09-20",NA,"1985-09-20","2",NA,"255.3879","0","0","  83.650905","  87.333255","1","2.677529e-01","0.1617097","0","0","  40.6740083","0.1617097","0.267752908","0","38","0","0","0","0","  83.650905"
"630",NA,NA,"0",NA,NA," 9","21","1985","1985-09-21",NA,"1985-09-21","2",NA,"255.3879","0","0","  80.039347","  83.650905","1","2.677529e-01","0.1617097","0","0","  38.9509410","0.1617097","0.267752908","0","38","0","0","0","0","  80.039347"
"631",NA,NA,"0",NA,NA," 9","22","1985","1985-09-22",NA,"1985-09-22","2",NA,"255.3879","0","0","  76.494590","  80.039347","1","2.677529e-01","0.1617097","0","0","  37.2694055","0.1617097","0.267752908","0","38","0","0","0","0","  76.494590"
"632",NA,NA,"0",NA,NA," 9","23","1985","1985-09-23",NA,"1985-09-23","2",NA,"255.3879","0","0","  73.024745","  76.494590","1","2.677529e-01","0.1617097","0","0","  35.6344418","0.1617097","0.267752908","0","39","0","0","0","0","  73.024745"
"633",NA,NA,"0",NA,NA," 9","24","1985","1985-09-24",NA,"1985-09-24","2",NA,"255.3879","0","0","  69.633172","  73.024745","1","2.677529e-01","0.1617097","0","0","  34.0490929","0.1617097","0.267752908","0","39","0","0","0","0","  69.633172"
"634",NA,NA,"0",NA,NA," 9","25","1985","1985-09-25",NA,"1985-09-25","2",NA,"255.3879","0","0","  66.379978","  69.633172","1","2.677529e-01","0.1617097","0","0","  32.5340379","0.1617097","0.267752908","0","39","0","0","0","0","  66.379978"
"635",NA,NA,"0",NA,NA," 9","26","1985","1985-09-26",NA,"1985-09-26","2",NA,"255.3879","0","0","  63.407512","  66.379978","1","2.677529e-01","0.1617097","0","0","  31.1434852","0.1617097","0.267752908","0","39","0","0","0","0","  63.407512"
"636",NA,NA,"0",NA,NA," 9","27","1985","1985-09-27",NA,"1985-09-27","2",NA,"255.3879","0","0","  60.695726","  63.407512","1","2.677529e-01","0.1617097","0","0","  29.8573545","0.1617097","0.267752908","0","39","0","0","0","0","  60.695726"
"637",NA,NA,"0",NA,NA," 9","28","1985","1985-09-28",NA,"1985-09-28","2",NA,"255.3879","0","0","  58.001212","  60.695726","1","2.677529e-01","0.1617097","0","0","  28.5650040","0.1617097","0.267752908","0","39","0","0","0","0","  58.001212"
"638",NA,NA,"0",NA,NA," 9","29","1985","1985-09-29",NA,"1985-09-29","2",NA,"255.3879","0","0","  55.330271","  58.001212","1","2.677529e-01","0.1617097","0","0","  27.2862504","0.1617097","0.267752908","0","39","0","0","0","0","  55.330271"
"639",NA,NA,"0",NA,NA," 9","30","1985","1985-09-30",NA,"1985-09-30","2",NA,"255.3879","0","0","  52.788897","  55.330271","1","2.677529e-01","0.1617097","0","0","  26.0856651","0.1617097","0.267752908","0","40","0","0","0","0","  52.788897"
"640",NA,NA,"0",NA,NA,"10"," 1","1985","1985-10-01",NA,"1985-10-01","2",NA,"255.3879","0","0","  50.320123","  52.788897","1","2.677529e-01","0.1665393","0","0","  24.9276329","0.1665393","0.267752908","0","40","0","0","0","0","  50.320123"
"641",NA,NA,"0",NA,NA,"10"," 2","1985","1985-10-02",NA,"1985-10-02","2",NA,"255.3879","0","0","  47.897572","  50.320123","1","1.316961e-01","0.1665393","0","0","  23.7880429","0.1665393","0.131696051","0","40","0","0","0","0","  47.897572"
"642",NA,NA,"0",NA,NA,"10"," 3","1985","1985-10-03",NA,"1985-10-03","2",NA,"255.3879","0","0","  58.408624","  47.897572","1","1.316961e-01","0.1665393","0","0","  27.3244559","0.1665393","0.131696051","0","40","0","0","0","0","  58.408624"
"643",NA,NA,"0",NA,NA,"10"," 4","1985","1985-10-04",NA,"1985-10-04","2",NA,"255.3879","0","0"," 109.478501","  58.408624","1","1.316961e-01","0.1665393","0","0","  51.9347597","0.1665393","0.131696051","0","40","0","0","0","0"," 109.478501"
"644",NA,NA,"0",NA,NA,"10"," 5","1985","1985-10-05",NA,"1985-10-05","2",NA,"255.3879","0","0"," 135.480938"," 109.478501","1","1.316961e-01","0.1665393","0","0","  68.2721600","0.1665393","0.131696051","0","40","0","0","0","0"," 135.480938"
"645",NA,NA,"0",NA,NA,"10"," 6","1985","1985-10-06",NA,"1985-10-06","2",NA,"255.3879","0","0"," 120.519256"," 135.480938","1","1.316961e-01","0.1665393","0","0","  57.0885044","0.1665393","0.131696051","0","40","0","0","0","0"," 120.519256"
"646",NA,NA,"0",NA,NA,"10"," 7","1985","1985-10-07",NA,"1985-10-07","2",NA,"255.3879","0","0"," 114.058370"," 120.519256","1","1.316961e-01","0.1665393","0","0","  51.1717168","0.1665393","0.131696051","0","41","0","0","0","0"," 114.058370"
"647",NA,NA,"0",NA,NA,"10"," 8","1985","1985-10-08",NA,"1985-10-08","2",NA,"255.3879","0","0"," 101.280423"," 114.058370","1","1.316961e-01","0.1665393","0","0","  47.8932316","0.1665393","0.131696051","0","41","0","0","0","0"," 101.280423"
"648",NA,NA,"0",NA,NA,"10"," 9","1985","1985-10-09",NA,"1985-10-09","2",NA,"255.3879","0","0","  94.608410"," 101.280423","1","1.316961e-01","0.1665393","0","0","  45.4587962","0.1665393","0.131696051","0","41","0","0","0","0","  94.608410"
"649",NA,NA,"0",NA,NA,"10","10","1985","1985-10-10",NA,"1985-10-10","2",NA,"255.3879","0","0","  89.714885","  94.608410","1","1.316961e-01","0.1665393","0","0","  43.4078037","0.1665393","0.131696051","0","41","0","0","0","0","  89.714885"
"650",NA,NA,"0",NA,NA,"10","11","1985","1985-10-11",NA,"1985-10-11","2",NA,"255.3879","0","0","  85.564635","  89.714885","1","1.316961e-01","0.1665393","0","0","  41.5442254","0.1665393","0.131696051","0","41","0","0","0","0","  85.564635"
"651",NA,NA,"0",NA,NA,"10","12","1985","1985-10-12",NA,"1985-10-12","2",NA,"255.3879","0","0","  81.771735","  85.564635","1","1.316961e-01","0.1665393","0","0","  39.7781259","0.1665393","0.131696051","0","41","0","0","0","0","  81.771735"
"652",NA,NA,"0",NA,NA,"10","13","1985","1985-10-13",NA,"1985-10-13","2",NA,"255.3879","0","0","  78.179248","  81.771735","1","1.316961e-01","0.1665393","0","0","  38.0805012","0.1665393","0.131696051","0","41","0","0","0","0","  78.179248"
"653",NA,NA,"0",NA,NA,"10","14","1985","1985-10-14",NA,"1985-10-14","2",NA,"255.3879","0","0","  74.733709","  78.179248","1","1.316961e-01","0.1665393","0","0","  36.4523932","0.1665393","0.131696051","0","42","0","0","0","0","  74.733709"
"654",NA,NA,"0",NA,NA,"10","15","1985","1985-10-15",NA,"1985-10-15","2",NA,"255.3879","0","0","  71.408147","  74.733709","1","1.316961e-01","0.1665393","0","0","  34.8857895","0.1665393","0.131696051","0","42","0","0","0","0","  71.408147"
"655",NA,NA,"0",NA,NA,"10","16","1985","1985-10-16",NA,"1985-10-16","2",NA,"255.3879","0","0","  68.187340","  71.408147","1","1.316961e-01","0.1665393","0","0","  33.3659296","0.1665393","0.131696051","0","42","0","0","0","0","  68.187340"
"656",NA,NA,"0",NA,NA,"10","17","1985","1985-10-17",NA,"1985-10-17","2",NA,"255.3879","0","0","  65.151120","  68.187340","1","1.316961e-01","0.1665393","0","0","  31.9282615","0.1665393","0.131696051","0","42","0","0","0","0","  65.151120"
"657",NA,NA,"0",NA,NA,"10","18","1985","1985-10-18",NA,"1985-10-18","2",NA,"255.3879","0","0","  62.349823","  65.151120","1","1.316961e-01","0.1665393","0","0","  30.5964333","0.1665393","0.131696051","0","42","0","0","0","0","  62.349823"
"658",NA,NA,"0",NA,NA,"10","19","1985","1985-10-19",NA,"1985-10-19","2",NA,"255.3879","0","0","  59.693317","  62.349823","1","1.316961e-01","0.1665393","0","0","  29.3235452","0.1665393","0.131696051","0","42","0","0","0","0","  59.693317"
"659",NA,NA,"0",NA,NA,"10","20","1985","1985-10-20",NA,"1985-10-20","2",NA,"255.3879","0","0","  57.097509","  59.693317","1","1.316961e-01","0.1665393","0","0","  28.0731147","0.1665393","0.131696051","0","42","0","0","0","0","  57.097509"
"660",NA,NA,"0",NA,NA,"10","21","1985","1985-10-21",NA,"1985-10-21","2",NA,"255.3879","0","0","  54.527790","  57.097509","1","1.316961e-01","0.1665393","0","0","  26.8423915","0.1665393","0.131696051","0","43","0","0","0","0","  54.527790"
"661",NA,NA,"0",NA,NA,"10","22","1985","1985-10-22",NA,"1985-10-22","2",NA,"255.3879","0","0","  63.565913","  54.527790","1","1.316961e-01","0.1665393","0","0","  31.7588802","0.1665393","0.131696051","0","43","0","0","0","0","  63.565913"
"662",NA,NA,"0",NA,NA,"10","23","1985","1985-10-23",NA,"1985-10-23","2",NA,"255.3879","0","0","  97.841604","  63.565913","1","1.316961e-01","0.1665393","0","0","  49.8961565","0.1665393","0.131696051","0","43","0","0","0","0","  97.841604"
"663",NA,NA,"0",NA,NA,"10","24","1985","1985-10-24",NA,"1985-10-24","2",NA,"255.3879","0","0"," 108.526425","  97.841604","1","1.316961e-01","0.1665393","0","0","  56.2589214","0.1665393","0.131696051","0","43","0","0","0","0"," 108.526425"
"664",NA,NA,"0",NA,NA,"10","25","1985","1985-10-25",NA,"1985-10-25","2",NA,"255.3879","0","0","  97.171592"," 108.526425","1","1.316961e-01","0.1665393","0","0","  47.8073723","0.1665393","0.131696051","0","43","0","0","0","0","  97.171592"
