"","Model"
"Min. 1 Day Min",3.87
"Med. 1 Day Min",13.8
"Min. 3 Day Min",3.9
"Med. 3 Day Min",14.1
"Min. 7 Day Min",4.01
"Med. 7 Day Min",14.8
"Min. 30 Day Min",5.35
"Med. 30 Day Min",19.8
"Min. 90 Day Min",14.3
"Med. 90 Day Min",31.3
"7Q10",7.63
"Year of 90-Day Low Flow",2002
"Drought Year Mean",36.4047776320579
"Mean Baseflow",69.7
