"","Model"
"Min. 1 Day Min",6.72
"Med. 1 Day Min",30.8
"Min. 3 Day Min",6.93
"Med. 3 Day Min",31.8
"Min. 7 Day Min",7.78
"Med. 7 Day Min",36.1
"Min. 30 Day Min",17.5
"Med. 30 Day Min",45.2
"Min. 90 Day Min",57.2
"Med. 90 Day Min",90.9
"7Q10",11.5
"Year of 90-Day Low Flow",1988
"Drought Year Mean",138.342611598636
"Mean Baseflow",155
