"","Model"
"Jan. Low Flow",51.7
"Feb. Low Flow",95.4
"Mar. Low Flow",136
"Apr. Low Flow",226
"May Low Flow",334
"Jun. Low Flow",304
"Jul. Low Flow",219
"Aug. Low Flow",134
"Sep. Low Flow",89
"Oct. Low Flow",61.4
"Nov. Low Flow",47.8
"Dec. Low Flow",51.6
