"","Model"
"Jan. High Flow",314
"Feb. High Flow",1100
"Mar. High Flow",1150
"Apr. High Flow",1680
"May High Flow",1530
"Jun. High Flow",2660
"Jul. High Flow",2520
"Aug. High Flow",695
"Sep. High Flow",265
"Oct. High Flow",314
"Nov. High Flow",437
"Dec. High Flow",311
