"","Model"
"Overall Mean Flow",99.2
"Jan. Mean Flow",122
"Feb. Mean Flow",149
"Mar. Mean Flow",165
"Apr. Mean Flow",135
"May Mean Flow",103
"Jun. Mean Flow",89.6
"Jul. Mean Flow",62.6
"Aug. Mean Flow",67
"Sep. Mean Flow",68.5
"Oct. Mean Flow",66.1
"Nov. Mean Flow",81.6
"Dec. Mean Flow",85.1
