"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",366,26,26.2,60,111,191,218,258,120,64,56,39,27,488,733,751,674,433,281,194,122,94.3,108,177,357,8.2,17,8.73,17.6,9.17,20.3,12.7,28.8,28.5,75.1,12.3,1988,15,24,159,1260,3380,18,143,126,955,1250,1820,3640,2040,1300,1320,508,437,363,246,15000,5940,7440,3590,4400,2570,2030,1150,1470,766,132.169398907104
"Model",376,42.9,74.3,159,209,245,246,173,109,72.2,41,35.2,28.8,527,763,672,507,401,264,171,163,147,195,283,444,1.29,14.5,1.84,15.8,3.17,19.3,12.7,40.3,24.4,93,6.12,1988,12.2,28.8,212,1150,3100,18.3,173,269,1230,1120,1280,2670,1690,1310,1420,485,370,500,225,14100,5950,8640,3180,5590,2150,2250,1100,1650,722,131.947296263644
"Pct. Error",2.73,65,184,165,88.3,28.3,12.8,-32.9,-9.17,12.8,-26.8,-9.74,6.67,7.99,4.09,-10.5,-24.8,-7.39,-6.05,-11.9,33.6,55.9,80.6,59.9,24.4,-84.3,-14.7,-78.9,-10.2,-65.4,-4.93,0,39.9,-14.4,23.8,-50.2,0,-18.7,20,33.3,-8.73,-8.28,1.67,21,113,28.8,-10.4,-29.7,-26.6,-17.2,0.769,7.58,-4.53,-15.3,37.7,-8.54,-6,0.168,16.1,-11.4,27,-16.3,10.8,-4.35,12.2,-5.74,-0.168
