"","Model"
"Jan. Low Flow",44.3
"Feb. Low Flow",57.9
"Mar. Low Flow",93.9
"Apr. Low Flow",91.9
"May Low Flow",135
"Jun. Low Flow",169
"Jul. Low Flow",131
"Aug. Low Flow",94.4
"Sep. Low Flow",79.7
"Oct. Low Flow",63.8
"Nov. Low Flow",55.8
"Dec. Low Flow",49.5
