"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",269,10,64,87,145,181,163,134,75,17,8.7,15,6.6,350,405,456,404,245,158,125,192,275,134,211,284,0.05,3.65,0.06,3.73,0.0729,4.39,0.165,14.6,2.83,57.7,0.239,2002,0.22,5.51,169,889,1630,3.6,130,192,222,456,639,713,924,1010,544,325,339,244,236,14700,1710,9470,1550,5250,1240,1940,734,1080,448,67.6548219178082
"Model",268,12.9,41.5,64.7,139,222,153,103,59.9,27.9,19.6,26.3,18.2,357,443,476,344,227,159,136,202,265,155,197,267,2.19,7.73,2.28,8.59,2.42,10.1,2.86,27.2,23.6,84.6,3.84,2002,4.88,14.3,166,817,1700,12.9,129,205,393,501,758,920,1470,1130,536,283,341,407,222,9010,2870,7580,1740,4280,1250,1450,706,1100,474,75.323055017935
"Pct. Error",-0.372,29,-35.2,-25.6,-4.14,22.7,-6.13,-23.1,-20.1,64.1,125,75.3,176,2,9.38,4.39,-14.9,-7.35,0.633,8.8,5.21,-3.64,15.7,-6.64,-5.99,4280,112,3700,130,3220,130,1630,86.3,734,46.6,1510,0,2120,160,-1.78,-8.1,4.29,258,-0.769,6.77,77,9.87,18.6,29,59.1,11.9,-1.47,-12.9,0.59,66.8,-5.93,-38.7,67.8,-20,12.3,-18.5,0.806,-25.3,-3.81,1.85,5.8,11.3
