"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",14700,9010,-38.7
"Med. 1 Day Max",1710,2870,67.8
"Max. 3 Day Max",9470,7580,-20
"Med. 3 Day Max",1550,1740,12.3
"Max. 7 Day Max",5250,4280,-18.5
"Med. 7 Day Max",1240,1250,0.806
"Max. 30 Day Max",1940,1450,-25.3
"Med. 30 Day Max",734,706,-3.81
"Max. 90 Day Max",1080,1100,1.85
"Med. 90 Day Max",448,474,5.8
