"","Model"
"Min. 1 Day Min",5.07
"Med. 1 Day Min",16.3
"Min. 3 Day Min",5.41
"Med. 3 Day Min",18
"Min. 7 Day Min",6.17
"Med. 7 Day Min",20.4
"Min. 30 Day Min",14.2
"Med. 30 Day Min",36.6
"Min. 90 Day Min",31.7
"Med. 90 Day Min",76.2
"7Q10",8.61
"Year of 90-Day Low Flow",1988
"Drought Year Mean",117.308649444185
"Mean Baseflow",160
