"","Model"
"Overall Mean Flow",3510
"Jan. Mean Flow",3930
"Feb. Mean Flow",4490
"Mar. Mean Flow",5060
"Apr. Mean Flow",3960
"May Mean Flow",2800
"Jun. Mean Flow",3510
"Jul. Mean Flow",4040
"Aug. Mean Flow",3370
"Sep. Mean Flow",2570
"Oct. Mean Flow",2710
"Nov. Mean Flow",2710
"Dec. Mean Flow",3030
