"","Model"
"Jan. Low Flow",1110
"Feb. Low Flow",1200
"Mar. Low Flow",2210
"Apr. Low Flow",2190
"May Low Flow",3130
"Jun. Low Flow",3580
"Jul. Low Flow",1320
"Aug. Low Flow",1000
"Sep. Low Flow",1850
"Oct. Low Flow",3510
"Nov. Low Flow",2190
"Dec. Low Flow",1440
