"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",0,1.16,Inf
"5% Non-Exceedance",0.531,2.74,416
"50% Non-Exceedance",20,23.8,19
"95% Non-Exceedance",202,206,1.98
"99% Non-Exceedance",761,600,-21.2
"Sept. 10% Non-Exceedance",0.01,2.6,25900
