"","Model"
"Jan. Low Flow",10.2
"Feb. Low Flow",32.9
"Mar. Low Flow",49.9
"Apr. Low Flow",100
"May Low Flow",140
"Jun. Low Flow",96.6
"Jul. Low Flow",60.2
"Aug. Low Flow",30.8
"Sep. Low Flow",22.5
"Oct. Low Flow",11.9
"Nov. Low Flow",11.4
"Dec. Low Flow",9.36
