"","Model"
"Overall Mean Flow",225
"Jan. Mean Flow",333
"Feb. Mean Flow",378
"Mar. Mean Flow",486
"Apr. Mean Flow",322
"May Mean Flow",158
"Jun. Mean Flow",91.8
"Jul. Mean Flow",87.9
"Aug. Mean Flow",143
"Sep. Mean Flow",252
"Oct. Mean Flow",109
"Nov. Mean Flow",146
"Dec. Mean Flow",203
