"","agency_cd","site_no","Date","Flow","Flow_cd"
"1","USGS","01670400",1984-01-01,282,"A"
"2","USGS","01670400",1984-01-02,244,"A"
"3","USGS","01670400",1984-01-03,170,"A"
"4","USGS","01670400",1984-01-04,174,"A"
"5","USGS","01670400",1984-01-05,282,"A"
"6","USGS","01670400",1984-01-06,286,"A"
"7","USGS","01670400",1984-01-07,219,"A"
"8","USGS","01670400",1984-01-08,144,"A"
"9","USGS","01670400",1984-01-09,198,"A"
"10","USGS","01670400",1984-01-10,275,"A"
"11","USGS","01670400",1984-01-11,330,"A"
"12","USGS","01670400",1984-01-12,1480,"A"
"13","USGS","01670400",1984-01-13,370,"A"
"14","USGS","01670400",1984-01-14,318,"A"
"15","USGS","01670400",1984-01-15,318,"A"
"16","USGS","01670400",1984-01-16,318,"A"
"17","USGS","01670400",1984-01-17,138,"A"
"18","USGS","01670400",1984-01-18,247,"A"
"19","USGS","01670400",1984-01-19,322,"A"
"20","USGS","01670400",1984-01-20,329,"A"
"21","USGS","01670400",1984-01-21,329,"A"
"22","USGS","01670400",1984-01-22,275,"A"
"23","USGS","01670400",1984-01-23,147,"A"
"24","USGS","01670400",1984-01-24,147,"A"
"25","USGS","01670400",1984-01-25,233,"A"
"26","USGS","01670400",1984-01-26,333,"A"
"27","USGS","01670400",1984-01-27,1130,"A"
"28","USGS","01670400",1984-01-28,990,"A"
"29","USGS","01670400",1984-01-29,154,"A"
"30","USGS","01670400",1984-01-30,95,"A"
"31","USGS","01670400",1984-01-31,318,"A"
"32","USGS","01670400",1984-02-01,322,"A"
"33","USGS","01670400",1984-02-02,326,"A"
"34","USGS","01670400",1984-02-03,311,"A"
"35","USGS","01670400",1984-02-04,329,"A"
"36","USGS","01670400",1984-02-05,337,"A"
"37","USGS","01670400",1984-02-06,337,"A"
"38","USGS","01670400",1984-02-07,341,"A"
"39","USGS","01670400",1984-02-08,341,"A"
"40","USGS","01670400",1984-02-09,345,"A"
"41","USGS","01670400",1984-02-10,348,"A"
"42","USGS","01670400",1984-02-11,348,"A"
"43","USGS","01670400",1984-02-12,348,"A"
"44","USGS","01670400",1984-02-13,348,"A"
"45","USGS","01670400",1984-02-14,6130,"A"
"46","USGS","01670400",1984-02-15,6880,"A"
"47","USGS","01670400",1984-02-16,3100,"A"
"48","USGS","01670400",1984-02-17,2430,"A"
"49","USGS","01670400",1984-02-18,1260,"A"
"50","USGS","01670400",1984-02-19,1260,"A"
"51","USGS","01670400",1984-02-20,1260,"A"
"52","USGS","01670400",1984-02-21,1250,"A"
"53","USGS","01670400",1984-02-22,749,"A"
"54","USGS","01670400",1984-02-23,286,"A"
"55","USGS","01670400",1984-02-24,1290,"A"
"56","USGS","01670400",1984-02-25,1510,"A"
"57","USGS","01670400",1984-02-26,974,"A"
"58","USGS","01670400",1984-02-27,244,"A"
"59","USGS","01670400",1984-02-28,322,"A"
"60","USGS","01670400",1984-02-29,329,"A"
"61","USGS","01670400",1984-03-01,337,"A"
"62","USGS","01670400",1984-03-02,337,"A"
"63","USGS","01670400",1984-03-03,337,"A"
"64","USGS","01670400",1984-03-04,300,"A"
"65","USGS","01670400",1984-03-05,296,"A"
"66","USGS","01670400",1984-03-06,333,"A"
"67","USGS","01670400",1984-03-07,337,"A"
"68","USGS","01670400",1984-03-08,341,"A"
"69","USGS","01670400",1984-03-09,341,"A"
"70","USGS","01670400",1984-03-10,341,"A"
"71","USGS","01670400",1984-03-11,337,"A"
"72","USGS","01670400",1984-03-12,329,"A"
"73","USGS","01670400",1984-03-13,293,"A"
"74","USGS","01670400",1984-03-14,337,"A"
