"","Model"
"Min. 1 Day Min",156
"Med. 1 Day Min",301
"Min. 3 Day Min",159
"Med. 3 Day Min",307
"Min. 7 Day Min",166
"Med. 7 Day Min",323
"Min. 30 Day Min",199
"Med. 30 Day Min",424
"Min. 90 Day Min",353
"Med. 90 Day Min",584
"7Q10",218
"Year of 90-Day Low Flow",1988
"Drought Year Mean",602.267912296885
"Mean Baseflow",832
