"","Model"
"Jan. Low Flow",386
"Feb. Low Flow",454
"Mar. Low Flow",680
"Apr. Low Flow",699
"May Low Flow",853
"Jun. Low Flow",1090
"Jul. Low Flow",923
"Aug. Low Flow",770
"Sep. Low Flow",660
"Oct. Low Flow",541
"Nov. Low Flow",476
"Dec. Low Flow",422
