"","Model"
"Jan. Low Flow",55.4
"Feb. Low Flow",64.8
"Mar. Low Flow",98.7
"Apr. Low Flow",108
"May Low Flow",148
"Jun. Low Flow",155
"Jul. Low Flow",117
"Aug. Low Flow",90.7
"Sep. Low Flow",72
"Oct. Low Flow",59.9
"Nov. Low Flow",58.2
"Dec. Low Flow",57.5
