"","Model"
"Jan. High Flow",291
"Feb. High Flow",698
"Mar. High Flow",979
"Apr. High Flow",1200
"May High Flow",1050
"Jun. High Flow",2090
"Jul. High Flow",1220
"Aug. High Flow",569
"Sep. High Flow",436
"Oct. High Flow",317
"Nov. High Flow",276
"Dec. High Flow",255
