"","Model"
"Overall Mean Flow",401
"Jan. Mean Flow",510
"Feb. Mean Flow",605
"Mar. Mean Flow",708
"Apr. Mean Flow",582
"May Mean Flow",416
"Jun. Mean Flow",352
"Jul. Mean Flow",210
"Aug. Mean Flow",180
"Sep. Mean Flow",331
"Oct. Mean Flow",267
"Nov. Mean Flow",310
"Dec. Mean Flow",363
