"","Model"
"Jan. Low Flow",71
"Feb. Low Flow",83.1
"Mar. Low Flow",141
"Apr. Low Flow",236
"May Low Flow",328
"Jun. Low Flow",321
"Jul. Low Flow",217
"Aug. Low Flow",155
"Sep. Low Flow",130
"Oct. Low Flow",87.7
"Nov. Low Flow",74.6
"Dec. Low Flow",72.3
