"","Model"
"Min. 1 Day Min",5.84
"Med. 1 Day Min",39.5
"Min. 3 Day Min",6.03
"Med. 3 Day Min",40.5
"Min. 7 Day Min",6.51
"Med. 7 Day Min",44.7
"Min. 30 Day Min",11.6
"Med. 30 Day Min",69.8
"Min. 90 Day Min",36.5
"Med. 90 Day Min",116
"7Q10",13
"Year of 90-Day Low Flow",2002
"Drought Year Mean",86.5233817787048
"Mean Baseflow",226
